source_id,ra,dec,pmra,pmdec,parallax,pmra_error,pmdec_error,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_g_mean_flux_over_error,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,ruwe,non_single_star
45030262494182272,56.3767477239115,19.31500592891926,-10.42460311507356,27.65083917409156,6.926763121000263,0.02390071,0.015871404,0.022277854,14.263392,15.229589,13.293545,1.9360447,3301.2202,782.8424,1418.6638,1.3262186,0.9593538,0
50665190868126336,60.49710837467966,20.710707848316275,-3.7408225351145017,-15.24675113737351,4.69950263164823,0.24767518,0.14747182,0.18971309,18.232191,19.87759,16.99455,2.8830395,709.24304,24.80312,153.45554,1.4753715,0.9671264,0
50799464428560256,57.64141041291699,19.28321487395242,76.05181612908615,-24.720446162662824,5.098844758179287,0.4882834,0.34200776,0.4009647,19.737434,21.261435,18.392828,2.8686066,308.08383,6.8384366,42.03322,1.6304768,1.0610095,0
50996178226660096,57.414235646606336,19.464027824888973,53.62735114192669,7.804028748988944,4.496220768740038,0.05924098,0.038233392,0.04871874,16.137463,17.488836,14.998697,2.490139,1949.5713,136.07422,524.0106,1.4103749,1.0420104,0
51047855273021952,56.66384129039911,19.664358498266107,-7.107999846592461,-66.17887226337325,6.438947545329161,0.022950659,0.015034379,0.019007847,11.4931,11.902154,10.91264,0.98951435,3563.5657,2005.3303,2619.5825,1.2160127,0.9813461,0
51053730788693632,56.91481485961708,19.54188634617334,-20.95210296545166,-11.83211379533252,6.107559428123508,0.035576526,0.026814235,0.030365612,14.229996,15.150404,13.285021,1.8653831,2860.849,526.7666,816.3274,1.3157574,1.0208862,0
51098394151664384,57.85592227585452,19.75266256047141,-1.8421606601470009,-26.81015380315884,4.279583072331239,0.40702716,0.23593582,0.35789773,19.161165,20.294224,17.868975,2.425249,410.65872,7.7643404,68.31311,1.639262,1.0361847,0
51107499482321536,57.56462873750039,19.719500463838404,5.499424745679306,-26.534315870286,7.960737390524964,0.12911716,0.09041671,0.10991714,17.609682,19.683512,16.261147,3.4223652,858.11176,21.408123,241.57538,1.564939,1.0427839,0
51153820707215232,57.9417788432121,20.2215293839825,-32.485337714790795,29.040453154119994,6.496677230933464,0.15684149,0.10888788,0.13159887,18.002872,19.654642,16.75244,2.9022026,853.1169,20.325647,159.75299,1.4900358,1.0293292,0
51186801758559744,57.41252238892893,20.214220969389807,25.584730041486708,-14.327670814794132,4.171287377257956,0.046172183,0.02743222,0.036032245,11.126482,11.470365,10.610773,0.8595915,3332.7673,1568.8165,3358.3955,1.205198,1.640914,0
51216321071394304,57.43740936579817,20.45630264411132,-0.3801258284578162,-14.251932924230076,5.428834590221003,0.03408349,0.020303411,0.025950722,14.592701,15.547344,13.612819,1.9345255,1206.6416,288.0335,401.61267,1.3389535,1.0248939,0
51242365751041152,59.22590781079494,19.78841532968392,39.12806614158035,-50.796283289364624,4.531717542757991,0.50649905,0.33705884,0.42919073,19.786003,21.208801,18.457438,2.7513638,296.8814,6.909979,43.946606,1.6265851,1.038535,0
51251917760209280,58.73585847453612,19.79375797996847,-28.140354497045927,-18.31511474573891,4.903696276489392,0.13210185,0.08919909,0.103910364,17.584276,19.186842,16.379164,2.8076782,1075.1736,42.071262,249.15355,1.442939,1.029229,0
51325344520922752,58.73108996971821,20.14232059517433,132.84509439614197,-170.82239225555753,14.910260827321952,0.066725574,0.04264557,0.052690007,16.135351,17.970629,14.852136,3.118493,1229.9812,62.34501,378.03693,1.5062237,0.9993665,0
51336133478864256,59.04632319515204,20.242482849916943,-29.86500016333446,-58.868316273380046,7.648135808345549,0.028163092,0.019131152,0.023610564,14.60416,15.65976,13.584091,2.0756693,4079.2803,494.58322,1486.4058,1.3513608,0.9357643,0
51341901618221568,59.02806230879448,20.34731613602988,-7.942130384318286,0.0454786015402014,4.432838158437257,0.5193387,0.299963,0.42763254,19.491611,21.018284,18.147783,2.8705006,337.72906,8.50698,60.075344,1.6289973,1.028399,0
51345444965779968,59.34638380479665,20.40398478537193,-12.173687361235054,-13.918747542241572,4.960011237427316,0.07968671,0.042024784,0.06942259,14.754442,15.463398,13.364716,2.0986824,942.0171,96.7374,220.61249,1.8913904,1.3863113,0
51415160877423488,60.262117106145496,20.7018079603408,-15.325682897388411,-134.79964818645766,17.731066366496325,0.17669995,0.0993609,0.13472591,17.546206,20.200966,16.111692,4.0892735,799.2663,17.25633,298.25595,1.6405602,0.9871985,0
51435845439760384,60.092827592156965,20.891290295160683,82.65308280491577,-38.18162344808947,4.028967225622703,0.17473447,0.09285431,0.13385251,17.956059,19.440357,16.77197,2.6683865,1027.7,22.087328,137.48157,1.4375181,1.0037409,0
51457148477505408,59.2348639712137,20.586495765871767,-35.22229388733725,-41.22267518065448,5.575917915345419,0.019900048,0.016403882,0.018526383,9.316124,9.820695,8.648028,1.1726665,6877.8228,2450.6243,3219.995,1.2345033,1.0101242,0
51488278400514304,59.827149689123736,21.021527216738164,175.3070301551266,-120.58534803643366,12.70067862565669,0.02679414,0.016350165,0.022305155,14.151777,15.328265,13.075678,2.2525873,2989.0708,526.78125,2038.5482,1.3794992,1.1003822,0
51494531872919040,59.673455283224186,20.989332709519832,8.537764324127004,-10.567523868293907,7.408290576690667,0.023858786,0.014990507,0.019921385,11.7180395,12.182849,11.0504675,1.1323814,2107.4858,325.78732,365.18924,1.251124,1.180561,0
51501743121205120,59.79822202150444,21.12579856202148,4.257418875765745,-24.726327064050015,4.957800954894366,0.24662468,0.12855628,0.18135493,18.345438,20.322361,17.059883,3.2624779,628.6822,14.135727,131.8196,1.4928231,1.0013186,0
51511058907230592,58.32480188469648,20.160880781672592,-18.248184823140768,-7.350618836802035,4.984742282554115,0.04830998,0.029459571,0.03944085,13.96046,14.78915,13.053762,1.7353878,3307.946,766.386,1656.5485,1.3083247,2.5995731,0
51511952260421760,58.32759004022745,20.235581076096988,-2.70043410159397,16.94108433728088,4.239208997496209,0.014385451,0.0094578825,0.012365213,13.107766,13.663358,12.402176,1.2611818,9217.193,1618.4801,2423.3755,1.2409525,1.0001264,0
51519133445712128,58.53687632347914,20.320515718122863,-22.075110011485624,-19.52378263325592,4.965310877844677,0.15001833,0.098486796,0.1331786,17.896837,19.626392,16.638477,2.987915,809.09283,22.731005,132.31358,1.4888403,1.0044178,0
51601150141035136,57.96274217946992,20.779822709556694,-11.414274981554636,-1.3387734003030212,4.401821565796594,0.4686289,0.26030874,0.31773922,18.11632,19.17196,16.169275,3.0026855,385.0299,31.95872,141.44177,2.803762,1.6399223,0
51703817039576064,59.21296859804773,21.26907683681498,0.1388124508565127,-11.1126054417517,5.246699009522464,0.049323753,0.029798996,0.044899773,15.819012,17.04386,14.724989,2.3188705,2098.7837,119.89141,452.28635,1.387687,0.97445244,0
51710444171850752,59.230109743678746,21.43284495579294,60.27489929171126,12.471652112044104,5.196572290008063,0.44859424,0.24676454,0.3467006,19.234028,20.973463,17.960457,3.0130062,396.85123,7.579076,46.420334,1.5064296,1.1033906,0
51785387058245376,59.20751528874583,21.84341201883772,5.002906345760869,-40.67091272437294,5.702824504816262,0.02169587,0.014559136,0.019002466,11.724726,12.174483,11.11212,1.0623636,2632.636,901.5604,1221.9507,1.2192925,1.117432,0
52923381593619584,60.38807456243651,20.922172211507828,26.27427459653982,-23.964269104294225,5.352837259643528,0.045932915,0.022909235,0.035262357,13.426034,14.13117,12.599042,1.5321283,1891.891,471.69452,640.0303,1.2803935,2.1453753,0
52932899241100544,60.655948146885,21.10291436958282,38.39920925964202,-14.2399957105293,5.086212159835816,0.06772135,0.04429788,0.063749366,16.605133,17.993687,15.448124,2.5455627,1753.2245,104.646645,557.54126,1.4237016,1.0353534,0
52954374077554048,60.83861087764211,21.188972048519062,22.032321860629747,-21.125097461183557,4.3069758371793565,0.20927884,0.13049851,0.19235125,18.388083,20.30206,17.070044,3.2320156,759.5311,14.303307,131.40398,1.5416038,1.0271732,0
52969801600026240,60.97187558071651,21.49127506105837,36.350627640579816,-29.0984787759985,4.494078800133955,0.04735605,0.027579064,0.039500263,15.435227,16.603138,14.366419,2.2367191,3445.3572,338.24597,1138.0105,1.3738552,1.0582225,0
52972825257039232,60.77642361897095,21.35508065799124,0.4630154271109686,0.7920848150974785,4.31821000869513,0.03905638,0.02336576,0.035799384,15.340684,16.4096,14.315577,2.0940228,2994.5388,327.83783,943.6181,1.3530275,1.0116278,0
53022887395704704,60.4760669841688,21.40291599856968,-20.087955212924754,-47.23743564873812,5.726491600109827,0.11619549,0.066744514,0.101950854,17.443401,19.039112,16.23398,2.805132,1153.9366,41.28786,208.41177,1.449067,0.9840752,0
53032576842030464,60.66220283019837,21.635702987780803,34.84935110171388,-24.0937952867276,11.484584213286896,0.04651393,0.025354087,0.03650223,15.225312,16.889835,13.986157,2.903678,1509.0182,281.79828,798.98553,1.4744242,1.1811239,0
53040544004046848,60.28939033085697,21.575028071866203,6.305106466766998,1.3142505113395468,5.458626321719945,0.7349181,0.49497432,0.64592427,18.792528,19.03489,17.652388,1.3825016,223.72766,33.536987,92.00124,1.7831348,3.5880094,0
53129574383990528,60.75779874214309,21.764249479753538,-5.129659095519411,26.226904865034115,18.2280198380834,0.0658327,0.031131204,0.044843413,15.663285,17.468353,14.390011,3.0783424,1711.8484,161.49425,691.8897,1.4974883,1.1100142,0
53142012609229312,60.905868038474665,21.98798159650072,-14.559636554712508,-1.7249891498314294,6.852538667564597,0.09068199,0.049683064,0.0835189,17.011992,18.631012,15.7925625,2.8384495,1511.7041,63.082767,519.127,1.4573987,1.0195148,0
53207261751662080,59.78501177716216,21.67764964235804,45.648107142643,-83.09004274629253,7.409862904572543,0.056310993,0.03850977,0.052322872,16.193575,17.749569,14.980662,2.7689066,1587.1772,131.38383,746.73254,1.4594111,1.015817,0
