source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,phot_g_mean_flux_over_error,phot_bp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_mag,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,bp_rp,ruwe,membership_probability,hr23_ruwe,hr23_nss
661204167906246784,129.91501499231285,19.11556417045651,5.389099655665569,0.2124818,18.242222,576.66345,20.158995,12.265117,16.93694,85.37805,1.5247293,3.2220554,0.9571619,0.840042471967219,0.9571619,0.0
661206577385260800,129.99177383151326,19.201574098100743,5.460793461118429,0.023796212,9.382404,5442.825,9.585729,2905.0513,9.030169,3427.8076,1.1836137,0.5555601,0.81462526,0.793550032777517,0.81462526,0.0
661207024061875456,129.80055219813713,19.11555833987565,5.418459313777593,0.019239066,10.447671,1995.1741,10.73025,717.57007,10.003979,1020.5934,1.1924491,0.7262716,0.9267409,1.0,0.9267409,0.0
661209566682500736,129.94385600877777,19.21773117765052,5.3745576990292,0.033961102,14.628244,2244.3557,15.631694,389.31113,13.633833,703.2497,1.3397042,1.9978609,1.0232649,0.951664069144513,1.0232649,0.0
661210666194127360,129.90162381431023,19.26044026096515,5.50948022293066,0.023205927,13.782584,4985.396,14.590558,710.0876,12.90402,1818.025,1.2900195,1.6865377,1.0240803,0.885910538062259,1.0240803,0.0
661210734913600000,129.93593344469824,19.275160498457495,5.5286245027688325,0.041843105,7.6315365,2313.5723,7.716714,837.3933,7.450721,1052.3431,1.1677083,0.26599312,0.9187581,0.818433943234895,0.9187581,0.0
661211147230556160,130.0887327432804,19.18175854710713,5.410819362687126,0.025164928,13.962626,2949.4233,14.7717,124.10937,13.0039015,138.92671,1.3621151,1.7677984,0.93476903,1.0,0.93476903,0.0
661212933936844416,130.1141535649122,19.277982340018948,5.215410208938402,0.032053735,11.010231,2300.7725,11.337093,757.2037,10.519734,1248.3191,1.1980102,0.817359,1.0717934,0.757442316918439,1.0717934,0.0
661214136527890944,130.19185379639046,19.30954236378915,5.411880118763071,0.022182867,9.456571,4526.614,9.662156,3571.6018,9.103741,3743.5073,1.1826812,0.5584154,1.0136098,1.0,1.0136098,0.0
661215751435494144,130.0102172444286,19.27765471126905,5.32429717724506,0.10208073,16.961874,990.27356,18.561354,60.39876,15.740832,256.0332,1.4622878,2.8205214,1.0502434,0.944052606008049,1.0502434,0.0
661216369910684544,130.02631558379218,19.307310478018675,5.444533709328248,0.035082806,10.805195,3210.7085,11.1880865,1127.5065,10.258721,2165.1055,1.2060053,0.92936516,1.5686793,1.0,1.5686793,0.0
661216747867811328,129.9637913744356,19.305541743903802,5.358658362688426,0.11439747,17.243624,937.85815,18.852127,37.82528,16.002338,225.1794,1.4853034,2.8497887,1.0549009,0.79887525418735,1.0549009,0.0
661216743570426240,129.96789753364206,19.312577682374833,5.429122654022656,0.020537531,10.114902,3842.5342,10.370845,1608.206,9.700335,1805.1635,1.1895676,0.6705103,0.8932787,1.0,0.8932787,0.0
