sample,geometry,radius_inner_pc,radius_pc,projection,alpha,alpha_err,n
final_current_mass_projected_annulus,annulus,11.68,20.0,p001,1.8370000000000002,0.26250000000000007,45
final_current_mass_projected_annulus,annulus,0.0,2.0,p002,1.7650000000000001,0.38049999999999995,21
final_current_mass_projected_annulus,annulus,2.0,4.0,p002,1.8,0.32000000000000006,30
final_current_mass_projected_annulus,annulus,4.0,8.0,p002,1.961,0.1904999999999999,89
final_current_mass_projected_annulus,annulus,8.0,11.68,p002,2.089,0.23299999999999998,63
final_current_mass_projected_annulus,annulus,11.68,20.0,p002,2.026,0.2749999999999999,44
final_current_mass_projected_annulus,annulus,0.0,2.0,p003,1.679,0.3949999999999999,19
final_current_mass_projected_annulus,annulus,2.0,4.0,p003,1.4700000000000002,0.29600000000000004,32
final_current_mass_projected_annulus,annulus,4.0,8.0,p003,1.9900000000000002,0.19500000000000006,86
final_current_mass_projected_annulus,annulus,8.0,11.68,p003,2.325,0.238,67
final_current_mass_projected_annulus,annulus,11.68,20.0,p003,1.9480000000000002,0.26750000000000007,45
final_current_mass_projected_annulus,annulus,0.0,2.0,p004,1.116,0.3665000000000001,20
final_current_mass_projected_annulus,annulus,2.0,4.0,p004,2.1300000000000003,0.25850000000000006,52
final_current_mass_projected_annulus,annulus,4.0,8.0,p004,2.052,0.20100000000000007,83
final_current_mass_projected_annulus,annulus,8.0,11.68,p004,2.108,0.2865000000000001,42
final_current_mass_projected_annulus,annulus,11.68,20.0,p004,1.925,0.24350000000000005,54
final_current_mass_projected_annulus,annulus,0.0,2.0,p005,1.439,0.41800000000000004,16
final_current_mass_projected_annulus,annulus,2.0,4.0,p005,1.945,0.3175,32
final_current_mass_projected_annulus,annulus,4.0,8.0,p005,1.856,0.18100000000000005,95
final_current_mass_projected_annulus,annulus,8.0,11.68,p005,2.108,0.2499999999999999,55
final_current_mass_projected_annulus,annulus,11.68,20.0,p005,2.096,0.26449999999999996,49
final_current_mass_projected_annulus,annulus,0.0,2.0,p006,2.173,0.3929999999999999,23
final_current_mass_projected_annulus,annulus,2.0,4.0,p006,1.093,0.294,31
final_current_mass_projected_annulus,annulus,4.0,8.0,p006,1.9060000000000001,0.1845,93
final_current_mass_projected_annulus,annulus,8.0,11.68,p006,2.6910000000000003,0.2835000000000001,57
final_current_mass_projected_annulus,annulus,11.68,20.0,p006,1.842,0.27200000000000013,42
final_current_mass_projected_annulus,annulus,0.0,2.0,p007,1.618,0.35550000000000004,23
