n_stars,softening_rh,seed,initial_alpha_global,final_alpha_global,initial_alpha_contrast_outer_minus_inner,final_alpha_contrast_outer_minus_inner,delta_alpha_contrast,initial_radius_ratio_low_to_high,final_radius_ratio_low_to_high,delta_radius_ratio,relative_energy_error,energy_pass,replicate
256,0.01,2026081334,2.316,2.316,-0.11300000000000043,0.613,0.7260000000000004,1.0285746271633716,1.2170686207186194,0.18849399355524787,-0.0006199502126982447,True,3
256,0.01,2026081335,2.4539999999999997,2.4539999999999997,0.2939999999999996,0.41300000000000026,0.11900000000000066,1.0259526694586647,1.0199583929249536,-0.005994276533711096,-0.0007935577314554993,True,4
256,0.01,2026081336,2.341,2.341,-0.4630000000000001,0.2719999999999998,0.7349999999999999,0.944732420252984,1.1087092713538296,0.1639768511008456,-0.0009119592360847777,True,5
256,0.01,2026081337,2.309,2.309,0.02200000000000024,-0.051000000000000156,-0.0730000000000004,0.9965253389717217,0.9597415853244186,-0.03678375364730313,-7.806682162542413e-05,True,6
256,0.01,2026081338,2.2800000000000002,2.2800000000000002,-0.028000000000000025,0.40500000000000025,0.4330000000000003,0.9397297208423123,1.2160730244876092,0.2763433036452969,-0.0004999473063893629,True,7
256,0.01,2026081339,2.2030000000000003,2.2030000000000003,0.14399999999999968,0.3640000000000003,0.22000000000000064,0.9991562587102041,1.0534584275779286,0.05430216886772454,5.583649227969234e-06,True,8
256,0.02,2026081340,2.4299999999999997,2.4299999999999997,0.3390000000000004,0.3330000000000002,-0.006000000000000227,1.0726226349221955,1.0848581216308035,0.012235486708608079,-0.0012474457017084893,False,1
256,0.02,2026081341,2.2350000000000003,2.2350000000000003,-0.18900000000000006,0.10199999999999987,0.2909999999999999,0.9318338162114699,1.0665981795163497,0.13476436330487984,-0.0032063947173203017,False,2
256,0.02,2026081342,2.365,2.365,-0.2290000000000001,0.4650000000000003,0.6940000000000004,0.8616719703270439,1.044560850885099,0.18288888055805508,-0.0003916582429290452,True,3
256,0.02,2026081343,2.191,2.191,-0.2060000000000004,0.16000000000000014,0.36600000000000055,0.9652527862152728,1.0838499553618455,0.1185971691465727,-0.0013465743563382399,False,4
256,0.02,2026081344,2.4050000000000002,2.4050000000000002,-0.2290000000000001,0.5909999999999997,0.8199999999999998,0.9531128155070442,1.3182570144822559,0.36514419897521166,-0.0010036647863019316,False,5
256,0.02,2026081345,2.315,2.315,0.3250000000000002,0.581,0.2559999999999998,1.2117793701836181,1.2843483923151515,0.07256902213153338,-0.0012552485453976327,False,6
256,0.02,2026081346,2.2910000000000004,2.2910000000000004,-0.21799999999999997,0.3149999999999995,0.5329999999999995,0.9028825896922494,1.1208395965875249,0.21795700689527542,-0.0007011269450968724,True,7
256,0.02,2026081347,2.432,2.432,-0.031999999999999584,1.014,1.0459999999999996,1.0495071516581362,1.2862953968299977,0.23678824517186148,-0.0013039083403006465,False,8
512,0.005,2026081348,2.3440000000000003,2.3440000000000003,-0.12200000000000033,0.3169999999999997,0.43900000000000006,0.95078327963792,0.9956612666198108,0.04487798698189083,-6.198889719767007e-05,True,1
512,0.005,2026081349,2.253,2.253,0.0,0.2569999999999997,0.2569999999999997,1.0490108734939307,1.1230907513187494,0.07407987782481862,-5.6275277875439075e-05,True,2
512,0.005,2026081350,2.3360000000000003,2.3360000000000003,0.37100000000000044,0.7130000000000001,0.34199999999999964,1.1768698425529853,1.296687688051265,0.11981784549827967,-0.00019722194055929394,True,3
512,0.005,2026081351,2.269,2.269,0.09299999999999997,0.14300000000000024,0.050000000000000266,1.075671305558556,1.0537183798538399,-0.021952925704716186,4.8983714270946394e-05,True,4
512,0.005,2026081352,2.426,2.426,-0.22100000000000009,0.10400000000000009,0.3250000000000002,0.9981160383985285,1.0904850725613593,0.09236903416283082,-0.00010629591303944246,True,5
512,0.005,2026081353,2.231,2.231,-0.010999999999999677,0.3360000000000003,0.347,0.9718947726379132,1.157090213510226,0.18519544087231266,8.046045588407336e-06,True,6
512,0.005,2026081354,2.458,2.458,-0.07200000000000006,0.2370000000000001,0.30900000000000016,0.9406179535788868,1.0229784025617572,0.08236044898287043,-3.458890190181941e-05,True,7
512,0.005,2026081355,2.216,2.216,0.16999999999999993,0.4429999999999996,0.2729999999999997,1.085421963299722,1.1232828823150731,0.03786091901535116,-0.0020539563839293775,False,8
512,0.01,2026081356,2.343,2.343,0.0600000000000005,0.19299999999999962,0.13299999999999912,1.0482886408902015,1.0628001278234653,0.014511486933263873,-0.0002494568075150255,True,1
512,0.01,2026081357,2.372,2.372,-0.08400000000000007,0.14400000000000013,0.2280000000000002,0.9483336310341584,0.9983842913146113,0.05005066028045291,-0.0013133728006364232,False,2
512,0.01,2026081358,2.396,2.396,-0.007000000000000561,0.242,0.24900000000000055,0.96564087202759,0.9833029495902363,0.017662077562646372,-0.0004394650992561438,True,3
512,0.01,2026081359,2.221,2.221,-0.17099999999999982,0.20699999999999985,0.37799999999999967,0.9785361153650319,1.121339527713811,0.14280341234877902,-0.000567014962435243,True,4
512,0.01,2026081360,2.347,2.347,-0.054999999999999716,0.07600000000000007,0.13099999999999978,0.8819385838201369,0.9189935524786533,0.03705496865851643,-0.00032297786095372623,True,5
512,0.01,2026081361,2.181,2.181,0.18100000000000005,0.3450000000000002,0.16400000000000015,1.1577256792144923,1.280927310680516,0.12320163146602359,0.0005166310987847855,True,6
512,0.01,2026081362,2.39,2.39,-0.23099999999999987,0.08499999999999996,0.31599999999999984,0.9600663530252438,0.9758225949816774,0.01575624195643366,-0.0009652714350288278,True,7
512,0.01,2026081363,2.1550000000000002,2.1550000000000002,-0.09299999999999997,0.43500000000000005,0.528,0.9913322890288563,1.3316429201653464,0.34031063113649007,-0.00029326884458168883,True,8
512,0.02,2026081364,2.237,2.237,0.133,0.29499999999999993,0.16199999999999992,1.0770150446683031,1.0324133733554814,-0.04460167131282167,-0.0002864442515729728,True,1
512,0.02,2026081365,2.273,2.273,-0.129,0.33399999999999963,0.46299999999999963,0.9348179436064866,1.0335699390087996,0.09875199540231294,-0.004021464281712197,False,2
512,0.02,2026081366,2.248,2.248,0.051000000000000156,-0.002000000000000224,-0.05300000000000038,1.0239816624575455,0.9736853394679995,-0.050296322989546005,-0.0009739171219129355,True,3
512,0.02,2026081367,2.385,2.385,-0.1030000000000002,0.3410000000000002,0.4440000000000004,0.89517692444458,1.049526155237808,0.15434923079322793,-0.0004908737018515467,True,4
512,0.02,2026081368,2.31,2.31,-0.09399999999999986,-0.07600000000000007,0.017999999999999794,0.9617027280414593,1.0735859459066661,0.11188321786520683,0.004688686495894788,False,5
512,0.02,2026081369,2.198,2.198,0.03000000000000025,0.10299999999999976,0.07299999999999951,0.9557936583262896,1.0504942095188878,0.09470055119259824,-0.0011228640394121653,False,6
512,0.02,2026081370,2.308,2.308,0.04300000000000015,0.04099999999999948,-0.002000000000000668,0.9754455533668966,0.9860481005097687,0.01060254714287201,-0.0002270061668876029,True,7
512,0.02,2026081371,2.061,2.061,0.06799999999999962,0.29800000000000004,0.23000000000000043,1.1070270355167184,1.1984867140635258,0.09145967854680737,-0.0003511329874080251,True,8
