n_stars,softening_rh,seed,initial_alpha_global,final_alpha_global,initial_alpha_contrast_outer_minus_inner,final_alpha_contrast_outer_minus_inner,delta_alpha_contrast,initial_radius_ratio_low_to_high,final_radius_ratio_low_to_high,delta_radius_ratio,relative_energy_error,energy_pass,replicate
256,0.01,2026081336,2.341,2.341,-0.4630000000000001,0.3899999999999997,0.8529999999999998,0.944732420252984,1.1599127013488397,0.21518028109585574,-0.00011271480756161092,True,5
256,0.01,2026081337,2.309,2.309,0.02200000000000024,0.0519999999999996,0.02999999999999936,0.9965253389717217,0.9849641304487268,-0.011561208522994915,-0.00012981451584282138,True,6
256,0.01,2026081338,2.2800000000000002,2.2800000000000002,-0.028000000000000025,0.4700000000000002,0.4980000000000002,0.9397297208423123,1.259175839882544,0.31944611904023157,-0.0004754905515032156,True,7
256,0.01,2026081339,2.2030000000000003,2.2030000000000003,0.14399999999999968,0.5040000000000002,0.36000000000000054,0.9991562587102041,1.0704924747402311,0.07133621603002704,1.4717572947252352e-05,True,8
256,0.02,2026081340,2.4299999999999997,2.4299999999999997,0.3390000000000004,0.28000000000000025,-0.05900000000000016,1.0726226349221955,1.0861100193648332,0.013487384442637751,-0.0009032630102022547,True,1
256,0.02,2026081341,2.2350000000000003,2.2350000000000003,-0.18900000000000006,0.10199999999999987,0.2909999999999999,0.9318338162114699,1.022162479119272,0.09032866290780217,-0.0033674312957863712,False,2
256,0.02,2026081342,2.365,2.365,-0.2290000000000001,0.43100000000000005,0.6600000000000001,0.8616719703270439,1.0841625282983662,0.22249055797132233,-0.0028633427408437584,False,3
256,0.02,2026081343,2.191,2.191,-0.2060000000000004,0.28600000000000003,0.49200000000000044,0.9652527862152728,1.0652837773179398,0.100030991102667,0.000122131189599067,True,4
256,0.02,2026081344,2.4050000000000002,2.4050000000000002,-0.2290000000000001,0.6069999999999998,0.8359999999999999,0.9531128155070442,1.33255812992107,0.37944531441402585,-0.0031385951370316058,False,5
256,0.02,2026081345,2.315,2.315,0.3250000000000002,0.581,0.2559999999999998,1.2117793701836181,1.2717603038331233,0.059980933649505186,-0.0022882114802755663,False,6
256,0.02,2026081346,2.2910000000000004,2.2910000000000004,-0.21799999999999997,0.28900000000000015,0.5070000000000001,0.9028825896922494,1.080073371313695,0.17719078162144553,-0.002472248491646544,False,7
256,0.02,2026081347,2.432,2.432,-0.031999999999999584,0.8979999999999997,0.9299999999999993,1.0495071516581362,1.2977677150024014,0.24826056334426516,0.0004716769606512882,True,8
512,0.005,2026081348,2.3440000000000003,2.3440000000000003,-0.12200000000000033,0.2560000000000002,0.37800000000000056,0.95078327963792,0.9606592604013532,0.009875980763433212,-0.0002972595488914725,True,1
512,0.005,2026081349,2.253,2.253,0.0,0.44700000000000006,0.44700000000000006,1.0490108734939307,1.2375758500547305,0.18856497656079974,-8.35533085542999e-06,True,2
512,0.005,2026081350,2.3360000000000003,2.3360000000000003,0.37100000000000044,0.4670000000000001,0.09599999999999964,1.1768698425529853,1.2111694947364515,0.0342996521834662,-6.659848955186452e-05,True,3
512,0.005,2026081351,2.269,2.269,0.09299999999999997,0.21300000000000008,0.1200000000000001,1.075671305558556,1.0733324432873936,-0.002338862271162423,-1.933776871122139e-05,True,4
512,0.005,2026081352,2.426,2.426,-0.22100000000000009,0.2250000000000001,0.4460000000000002,0.9981160383985285,1.0597370104515513,0.06162097205302286,-0.00014625346516409382,True,5
512,0.005,2026081353,2.231,2.231,-0.010999999999999677,0.47399999999999975,0.48499999999999943,0.9718947726379132,1.2214884323433706,0.24959365970545733,-1.9458136864729313e-05,True,6
512,0.005,2026081354,2.458,2.458,-0.07200000000000006,0.16000000000000014,0.2320000000000002,0.9406179535788868,1.0147410359762097,0.0741230823973229,-4.023830262898424e-05,True,7
512,0.005,2026081355,2.216,2.216,0.16999999999999993,0.4650000000000003,0.2950000000000004,1.085421963299722,1.1831097791443355,0.0976878158446135,-6.728875316853136e-05,True,8
512,0.01,2026081356,2.343,2.343,0.0600000000000005,0.23000000000000043,0.16999999999999993,1.0482886408902015,1.0433774978614658,-0.004911143028735632,-0.00015941849765203794,True,1
512,0.01,2026081357,2.372,2.372,-0.08400000000000007,0.06800000000000006,0.15200000000000014,0.9483336310341584,1.0076079074262476,0.059274276392089265,-0.0008562716184039897,True,2
512,0.01,2026081358,2.396,2.396,-0.007000000000000561,0.30000000000000027,0.30700000000000083,0.96564087202759,1.0079992434308902,0.04235837140330023,7.33660052242311e-05,True,3
512,0.01,2026081359,2.221,2.221,-0.17099999999999982,0.3819999999999997,0.5529999999999995,0.9785361153650319,1.1549947487096783,0.1764586333446464,-0.0004121343747907341,True,4
512,0.01,2026081360,2.347,2.347,-0.054999999999999716,0.0860000000000003,0.14100000000000001,0.8819385838201369,0.9331379753456559,0.051199391525519,-2.2129694693752974e-05,True,5
512,0.01,2026081361,2.181,2.181,0.18100000000000005,0.266,0.08499999999999996,1.1577256792144923,1.2280873448422258,0.0703616656277335,8.74723908803131e-05,True,6
512,0.01,2026081362,2.39,2.39,-0.23099999999999987,-0.03799999999999981,0.19300000000000006,0.9600663530252438,0.978260077480563,0.018193724455319193,-0.00016379548919275095,True,7
512,0.01,2026081363,2.1550000000000002,2.1550000000000002,-0.09299999999999997,0.34099999999999975,0.4339999999999997,0.9913322890288563,1.2739166798865809,0.2825843908577246,-0.00031163419195367635,True,8
512,0.02,2026081364,2.237,2.237,0.133,0.30100000000000016,0.16800000000000015,1.0770150446683031,1.0309610492844636,-0.046053995383839474,-0.0003534046510200341,True,1
512,0.02,2026081365,2.273,2.273,-0.129,0.32799999999999985,0.45699999999999985,0.9348179436064866,1.0331056894283694,0.09828774582188282,-0.0008729361459190477,True,2
512,0.02,2026081366,2.248,2.248,0.051000000000000156,-0.002000000000000224,-0.05300000000000038,1.0239816624575455,0.9749853992991858,-0.0489962631583597,-0.0011527179122261385,False,3
512,0.02,2026081367,2.385,2.385,-0.1030000000000002,0.33599999999999985,0.43900000000000006,0.89517692444458,1.0376470004945786,0.14247007604999862,-0.0007419905348160169,True,4
512,0.02,2026081368,2.31,2.31,-0.09399999999999986,-0.06700000000000017,0.02699999999999969,0.9617027280414593,1.0827891942293821,0.12108646618792285,0.005025651339857945,False,5
512,0.02,2026081369,2.198,2.198,0.03000000000000025,0.0990000000000002,0.06899999999999995,0.9557936583262896,1.0614912484247514,0.1056975900984618,-0.0012152468941440085,False,6
512,0.02,2026081370,2.308,2.308,0.04300000000000015,0.04099999999999948,-0.002000000000000668,0.9754455533668966,0.9863942363202619,0.010948682953365263,-0.00023450155749615544,True,7
512,0.02,2026081371,2.061,2.061,0.06799999999999962,0.29800000000000004,0.23000000000000043,1.1070270355167184,1.1983952596416774,0.09136822412495893,-0.00031018928931978476,True,8
