phi0,g,delta,rh_pc,rt_pc,converged,nll,error,seconds,iteration
5.0,1.0,0.45,3.0,19.591689490344507,True,1307.3824295699035,,0.3565267000813037,1
5.0,1.0,0.45,4.0,26.122252653792675,True,1290.9963287924375,,0.36102389986626804,1
5.0,1.0,0.45,5.0,32.65281581724084,True,1304.3397548373714,,0.3593876000959426,1
5.0,1.0,0.45,6.0,39.183378980689014,True,1324.3286877526755,,0.35731879994273186,1
5.0,1.0,0.45,8.0,52.24450530758535,True,1366.479527116473,,0.3562453999184072,1
5.0,1.0,0.45,10.0,65.30563163448168,True,1404.7958900418944,,0.35460629989393055,1
5.0,1.0,0.6,2.0,10.180191079945889,True,1701.213725423883,,0.43545940006151795,1
5.0,1.0,0.6,3.0,15.270286619918835,True,1317.3435152521556,,0.4372586999088526,1
5.0,1.0,0.6,4.0,20.360382159891778,True,1281.7447215209659,,0.43736089998856187,1
5.0,1.0,0.6,5.0,25.450477699864724,True,1302.536713167601,,0.43709579994902015,1
5.0,1.0,0.6,6.0,30.54057323983767,True,1333.902376812468,,0.4315114999189973,1
5.0,1.0,0.6,8.0,40.720764319783555,True,1394.3020985202859,,0.4347051000222564,1
5.0,1.0,0.6,10.0,50.90095539972945,True,1442.0618576634884,,0.44021099992096424,1
5.0,2.0,0.0,2.0,26.5639495895834,True,1498.9330436869914,,0.15287790005095303,1
5.0,2.0,0.0,3.0,39.845924384375095,True,1322.4140024755186,,0.153554999968037,1
5.0,2.0,0.0,4.0,53.1278991791668,True,1273.412220877707,,0.1556200000923127,1
5.0,2.0,0.0,5.0,66.4098739739585,True,1272.8878728388809,,0.15284219989553094,1
5.0,2.0,0.0,6.0,79.69184876875019,True,1293.1762113219602,,0.15356289991177619,1
5.0,2.0,0.0,8.0,106.2557983583336,True,1357.4294932461512,,0.15076990006491542,1
5.0,2.0,0.0,10.0,132.819747947917,True,1427.9848759521415,,0.15047120000235736,1
5.0,2.0,0.15,2.0,30.460752627370244,True,1462.1630887023318,,0.2582926999311894,1
5.0,2.0,0.15,3.0,45.69112894105537,True,1310.7993818122654,,0.25990960001945496,1
5.0,2.0,0.15,4.0,60.92150525474049,True,1270.224519369487,,0.25901310006156564,1
5.0,2.0,0.15,5.0,76.15188156842561,True,1271.80127593564,,0.25698950001969934,1
5.0,2.0,0.15,6.0,91.38225788211074,True,1292.3398513714246,,0.26181229995563626,1
5.0,2.0,0.15,8.0,121.84301050948098,True,1353.8823402426565,,0.26142039988189936,1
5.0,2.0,0.15,10.0,152.30376313685122,True,1420.5335411153058,,0.26772979996167123,1
