phi0,g,delta,rh_pc,rt_pc,converged,nll,error,seconds,iteration
5.0,2.0,0.3,2.0,41.03040867246836,True,1426.9155338957066,,0.29345660004764795,1
5.0,2.0,0.3,3.0,61.54561300870254,True,1310.3995448767262,,0.2897251998074353,1
5.0,2.0,0.3,4.0,82.06081734493672,True,1276.7170271121806,,0.30215179990045726,1
5.0,2.0,0.3,5.0,102.5760216811709,True,1275.7085475345466,,0.2939872001297772,1
5.0,2.0,0.3,6.0,123.09122601740508,True,1290.0908478151703,,0.2937193000689149,1
5.0,2.0,0.3,8.0,164.12163468987345,True,1337.6383903629305,,0.2955662999302149,1
5.0,2.0,0.3,10.0,205.1520433623418,True,1391.8229407333688,,0.28748210007324815,1
5.0,2.0,0.45,2.0,61.54375398201884,True,1419.2605397807808,,0.385035099927336,1
5.0,2.0,0.45,3.0,92.31563097302828,True,1340.2197727116354,,0.38860170007683337,1
5.0,2.0,0.45,4.0,123.08750796403768,True,1311.5995688197352,,0.3855613002087921,1
5.0,2.0,0.45,5.0,153.85938495504712,True,1302.4149703595644,,0.38794529996812344,1
5.0,2.0,0.45,6.0,184.63126194605655,True,1303.1647138668377,,0.3872201999183744,1
5.0,2.0,0.45,8.0,246.17501592807537,True,1316.8013684354019,,0.38689040020108223,1
5.0,2.0,0.45,10.0,307.71876991009424,True,1338.281727332345,,0.38774650008417666,1
5.0,2.0,0.6,2.0,34.41678663554067,True,1422.6156497794764,,0.44737379997968674,1
5.0,2.0,0.6,3.0,51.625179953311,True,1323.9466797130117,,0.4435110001359135,1
5.0,2.0,0.6,4.0,68.83357327108133,True,1300.8006960037917,,0.4520608000457287,1
5.0,2.0,0.6,5.0,86.04196658885166,True,1301.9882524304924,,0.4388251998461783,1
5.0,2.0,0.6,6.0,103.250359906622,True,1312.1022770456302,,0.4417886999435723,1
5.0,2.0,0.6,8.0,137.66714654216267,True,1340.5214477468846,,0.44297770014964044,1
5.0,2.0,0.6,10.0,172.08393317770333,True,1368.3787660288156,,0.4451240999624133,1
6.0,0.0,0.0,2.0,7.895116235228143,True,2222.3355203628416,,0.14074099995195866,1
6.0,0.0,0.0,3.0,11.842674352842213,True,1340.388383725324,,0.1414161000866443,1
6.0,0.0,0.0,4.0,15.790232470456287,True,1273.3540748720877,,0.13992000021971762,1
6.0,0.0,0.0,5.0,19.737790588070357,True,1278.64084775658,,0.13946340000256896,1
6.0,0.0,0.0,6.0,23.685348705684426,True,1299.3751155804785,,0.13838370004668832,1
6.0,0.0,0.0,8.0,31.580464940912574,True,1351.0643413944438,,0.13867520005442202,1
6.0,0.0,0.0,10.0,39.475581176140714,True,1403.9907126447647,,0.14203820005059242,1
6.0,0.0,0.15,2.0,8.096933106755321,True,2156.828807618029,,0.26616629981435835,1
6.0,0.0,0.15,3.0,12.14539966013298,True,1314.524916340138,,0.2630980000831187,1
6.0,0.0,0.15,4.0,16.193866213510642,True,1270.9464281793466,,0.2694935000035912,1
6.0,0.0,0.15,5.0,20.2423327668883,True,1284.7106202672644,,0.2698209001682699,1
6.0,0.0,0.15,6.0,24.29079932026596,True,1307.1188103295472,,0.26936579984612763,1
6.0,0.0,0.15,8.0,32.387732427021284,True,1356.0301298851134,,0.26897340011782944,1
6.0,0.0,0.15,10.0,40.4846655337766,True,1403.5457776649869,,0.2761783997993916,1
6.0,0.0,0.3,2.0,7.526490728595368,True,2293.6376976832344,,0.3234061000403017,1
6.0,0.0,0.3,3.0,11.289736092893053,True,1333.7464528275598,,0.3203206998296082,1
6.0,0.0,0.3,4.0,15.052981457190736,True,1285.4187482592968,,0.3208298999816179,1
6.0,0.0,0.3,5.0,18.81622682148842,True,1307.7681795581925,,0.31441310001537204,1
6.0,0.0,0.3,6.0,22.579472185786106,True,1334.1304750827803,,0.31308209989219904,1
6.0,0.0,0.3,8.0,30.10596291438147,True,1378.310030101567,,0.31079560006037354,1
6.0,0.0,0.3,10.0,37.63245364297684,True,1412.487475239495,,0.31721129990182817,1
6.0,0.0,0.45,2.0,6.062349835463462,True,3524.2797919301884,,0.4042626000009477,1
6.0,0.0,0.45,3.0,9.093524753195194,True,1925.987623786332,,0.3980409998912364,1
6.0,0.0,0.45,4.0,12.124699670926924,True,1288.0733096557783,,0.40045489999465644,1
6.0,0.0,0.45,5.0,15.155874588658653,True,1305.9961976496215,,0.4039680000860244,1
6.0,0.0,0.45,6.0,18.187049506390387,True,1351.1381612525722,,0.3949923000764102,1
6.0,0.0,0.45,8.0,24.24939934185385,True,1426.7161336899057,,0.4004484999459237,1
6.0,0.0,0.45,10.0,30.311749177317306,True,1477.859010069484,,0.40046189981512725,1
6.0,0.0,0.6,2.0,5.7195478733547125,True,3600.1927042716097,,0.4793425998650491,1
6.0,0.0,0.6,3.0,8.579321810032068,True,1955.958843477922,,0.4776455999817699,1
6.0,0.0,0.6,4.0,11.439095746709425,True,1297.2705096215925,,0.48248220002278686,1
6.0,0.0,0.6,5.0,14.298869683386783,True,1305.650457797531,,0.47873079986311495,1
6.0,0.0,0.6,6.0,17.158643620064137,True,1357.118014748882,,0.47624890017323196,1
6.0,0.0,0.6,8.0,22.87819149341885,True,1449.1917891084995,,0.4735804998781532,1
6.0,0.0,0.6,10.0,28.597739366773567,True,1514.2934198851049,,0.4756138001102954,1
6.0,1.0,0.0,2.0,13.594644679943595,True,1526.880148199174,,0.15428170002996922,1
6.0,1.0,0.0,3.0,20.391967019915395,True,1320.1654672651882,,0.15520249982364476,1
6.0,1.0,0.0,4.0,27.18928935988719,True,1276.011860002882,,0.15352980000898242,1
6.0,1.0,0.0,5.0,33.98661169985899,True,1276.0100292400991,,0.15681300009600818,1
6.0,1.0,0.0,6.0,40.78393403983079,True,1292.9193602530481,,0.16237729997374117,1
6.0,1.0,0.0,8.0,54.37857871977438,True,1344.0377949443985,,0.15894390014000237,1
6.0,1.0,0.0,10.0,67.97322339971798,True,1401.2070704674284,,0.159549199976027,1
6.0,1.0,0.15,2.0,14.629894483231066,True,1465.8747170109016,,0.2762339999899268,1
6.0,1.0,0.15,3.0,21.944841724846597,True,1304.6537151438026,,0.2761975000612438,1
6.0,1.0,0.15,4.0,29.259788966462132,True,1274.1562515236105,,0.29630120005458593,1
6.0,1.0,0.15,5.0,36.57473620807767,True,1278.3243428004362,,0.2870929001364857,1
6.0,1.0,0.15,6.0,43.889683449693194,True,1294.7798705014918,,0.2776542999781668,1
6.0,1.0,0.15,8.0,58.519577932924264,True,1341.4272332854562,,0.2788650000002235,1
6.0,1.0,0.15,10.0,73.14947241615533,True,1392.5877773018035,,0.2743959999643266,1
6.0,1.0,0.3,2.0,15.007609685331076,True,1435.168097750371,,0.3238391999620944,1
6.0,1.0,0.3,3.0,22.511414527996614,True,1309.4787079925404,,0.3242709001060575,1
6.0,1.0,0.3,4.0,30.01521937066215,True,1291.6917214397315,,0.32535100006498396,1
6.0,1.0,0.3,5.0,37.51902421332769,True,1297.5573866437958,,0.3268201998434961,1
6.0,1.0,0.3,6.0,45.02282905599323,True,1310.4002401230441,,0.32441679993644357,1
6.0,1.0,0.3,8.0,60.0304387413243,True,1341.9212800103112,,0.32214029994793236,1
6.0,1.0,0.3,10.0,75.03804842665538,True,1373.9274581625828,,0.3204757999628782,1
6.0,1.0,0.45,2.0,11.372057570326634,True,1557.6683872587396,,0.4099497999995947,1
6.0,1.0,0.45,3.0,17.058086355489948,True,1310.9096488872242,,0.4178259999025613,1
6.0,1.0,0.45,4.0,22.744115140653268,True,1287.6180874283036,,0.41035020002163947,1
6.0,1.0,0.45,5.0,28.430143925816584,True,1304.7156884536366,,0.4166469001211226,1
6.0,1.0,0.45,6.0,34.116172710979896,True,1329.365526689189,,0.4089516999665648,1
6.0,1.0,0.45,8.0,45.488230281306535,True,1376.1190041167745,,0.4099739999510348,1
6.0,1.0,0.45,10.0,56.86028785163317,True,1412.9019276756057,,0.4071025000885129,1
6.0,1.0,0.6,2.0,9.997404661115453,True,1733.4531304198333,,0.47496529994532466,1
6.0,1.0,0.6,3.0,14.996106991673178,True,1317.6548115856376,,0.4776742998510599,1
6.0,1.0,0.6,4.0,19.994809322230907,True,1276.772384053756,,0.4756908998824656,1
6.0,1.0,0.6,5.0,24.99351165278863,True,1297.505378062799,,0.4791640001349151,1
6.0,1.0,0.6,6.0,29.992213983346357,True,1330.8916223801032,,0.483681800076738,1
6.0,1.0,0.6,8.0,39.989618644461814,True,1397.1307911608023,,0.48504129983484745,1
6.0,1.0,0.6,10.0,49.98702330557726,True,1451.459324663434,,0.49018800002522767,1
6.0,2.0,0.0,2.0,45.673390377128655,True,1463.9760814268616,,0.1827597999945283,1
6.0,2.0,0.0,3.0,68.51008556569299,True,1333.0068417509592,,0.18435300001874566,1
6.0,2.0,0.0,4.0,91.34678075425731,True,1286.3611800659996,,0.18376919999718666,1
6.0,2.0,0.0,5.0,114.18347594282163,True,1275.5672553469474,,0.1829130998812616,1
6.0,2.0,0.0,6.0,137.02017113138598,True,1282.8056146405966,,0.17891109990887344,1
6.0,2.0,0.0,8.0,182.69356150851462,True,1321.420722344481,,0.17775720008648932,1
6.0,2.0,0.0,10.0,228.36695188564326,True,1372.7887799815524,,0.18024239991791546,1
6.0,2.0,0.15,2.0,59.13086885064495,True,1435.9574110092688,,0.28466650005429983,1
6.0,2.0,0.15,3.0,88.69630327596744,True,1328.0613738810132,,0.2846758998930454,1
6.0,2.0,0.15,4.0,118.2617377012899,True,1287.7561344771057,,0.2841883997898549,1
6.0,2.0,0.15,5.0,147.8271721266124,True,1277.065397018025,,0.2877434999682009,1
6.0,2.0,0.15,6.0,177.39260655193488,True,1281.312013153389,,0.2919159000739455,1
6.0,2.0,0.15,8.0,236.5234754025798,True,1312.136200975107,,0.28387110005132854,1
6.0,2.0,0.15,10.0,295.6543442532248,True,1354.470886838166,,0.2877885999623686,1
6.0,2.0,0.3,2.0,87.81689600901896,True,1432.4704793511398,,0.35537120001390576,1
6.0,2.0,0.3,3.0,131.72534401352843,True,1355.8694414617967,,0.3577876999042928,1
6.0,2.0,0.3,4.0,175.63379201803792,True,1321.7926544635616,,0.36187729984521866,1
6.0,2.0,0.3,5.0,219.5422400225474,True,1306.0963515533347,,0.3599785999394953,1
6.0,2.0,0.3,6.0,263.45068802705686,True,1299.918263823514,,0.35618370003066957,1
6.0,2.0,0.3,8.0,351.26758403607585,True,1302.91029400536,,0.35999409994110465,1
6.0,2.0,0.3,10.0,439.0844800450948,True,1316.5995977111315,,0.35937690013088286,1
6.0,2.0,0.45,2.0,44.7058740956897,True,1420.4794376492966,,0.433954699896276,1
6.0,2.0,0.45,3.0,67.05881114353456,True,1338.4621555709668,,0.42598449997603893,1
6.0,2.0,0.45,4.0,89.4117481913794,True,1315.0218931855195,,0.42679699999280274,1
6.0,2.0,0.45,5.0,111.76468523922428,True,1311.4495364309441,,0.4626281999517232,1
6.0,2.0,0.45,6.0,134.1176222870691,True,1315.4520843489454,,0.4244009000249207,1
6.0,2.0,0.45,8.0,178.8234963827588,True,1331.5612305973973,,0.4181180000305176,1
6.0,2.0,0.45,10.0,223.52937047844856,True,1349.2560196567042,,0.4222925999201834,1
6.0,2.0,0.6,2.0,30.89084235915456,True,1428.2020827838444,,0.5047569000162184,1
6.0,2.0,0.6,3.0,46.33626353873184,True,1314.9147580833244,,0.5133895999751985,1
6.0,2.0,0.6,4.0,61.78168471830912,True,1289.360329500183,,0.5096200997941196,1
6.0,2.0,0.6,5.0,77.2271058978864,True,1292.519546055592,,0.5309534000698477,1
6.0,2.0,0.6,6.0,92.67252707746368,True,1306.3744476833324,,0.5220183997880667,1
6.0,2.0,0.6,8.0,123.56336943661825,True,1343.3089291205129,,0.487170800101012,1
6.0,2.0,0.6,10.0,154.4542117957728,True,1380.0628664356313,,0.49276429996825755,1
7.0,0.0,0.0,2.0,8.91702767428123,True,2099.9827646676713,,0.14751820010133088,1
7.0,0.0,0.0,3.0,13.375541511421847,True,1329.4132726371645,,0.14737739996053278,1
7.0,0.0,0.0,4.0,17.83405534856246,True,1291.2347463202925,,0.14854410011321306,1
7.0,0.0,0.0,5.0,22.292569185703076,True,1290.5646994126764,,0.14764670003205538,1
7.0,0.0,0.0,6.0,26.751083022843694,True,1298.0101791824102,,0.14766000001691282,1
7.0,0.0,0.0,8.0,35.66811069712492,True,1321.5348322970167,,0.14761869981884956,1
7.0,0.0,0.0,10.0,44.58513837140615,True,1349.8023918922527,,0.14893130003474653,1
7.0,0.0,0.15,2.0,8.542603563392175,True,2088.4058113612623,,0.2989624999463558,1
7.0,0.0,0.15,3.0,12.813905345088266,True,1314.4155257050231,,0.2936183998826891,1
7.0,0.0,0.15,4.0,17.08520712678435,True,1289.4873018154135,,0.29579550004564226,1
7.0,0.0,0.15,5.0,21.35650890848044,True,1299.9400257049756,,0.30351080000400543,1
7.0,0.0,0.15,6.0,25.62781069017653,True,1313.207407399865,,0.2986292999703437,1
7.0,0.0,0.15,8.0,34.1704142535687,True,1338.168822985731,,0.29700940009206533,1
7.0,0.0,0.15,10.0,42.71301781696088,True,1361.189814896827,,0.31355409999378026,1
7.0,0.0,0.3,2.0,6.799996453707025,True,3429.5273621607494,,0.3720370000228286,1
7.0,0.0,0.3,3.0,10.199994680560538,True,1392.264715497068,,0.37584390002302825,1
7.0,0.0,0.3,4.0,13.59999290741405,True,1284.4069350257207,,0.4054976999759674,1
7.0,0.0,0.3,5.0,16.999991134267564,True,1307.8281549610147,,0.37580589996650815,1
7.0,0.0,0.3,6.0,20.399989361121076,True,1340.955890136606,,0.3754483999218792,1
7.0,0.0,0.3,8.0,27.1999858148281,True,1392.5616693642346,,0.36812120000831783,1
7.0,0.0,0.3,10.0,33.99998226853513,True,1426.2993585130714,,0.3674312001094222,1
7.0,0.0,0.45,2.0,5.968888167615938,True,3547.496294863317,,0.4233796999324113,1
7.0,0.0,0.45,3.0,8.953332251423907,True,1932.9153853540438,,0.4235626000445336,1
7.0,0.0,0.45,4.0,11.937776335231876,True,1286.7088641524344,,0.43164149997755885,1
7.0,0.0,0.45,5.0,14.922220419039846,True,1300.7725105478924,,0.431615199893713,1
7.0,0.0,0.45,6.0,17.906664502847814,True,1347.842736580418,,0.4283799999393523,1
7.0,0.0,0.45,8.0,23.87555267046375,True,1429.6093809368608,,0.44321330008096993,1
7.0,0.0,0.45,10.0,29.84444083807969,True,1486.8524639354462,,0.4270959000568837,1
7.0,0.0,0.6,2.0,5.82711166936832,True,3574.808666932969,,0.5237444001249969,1
7.0,0.0,0.6,3.0,8.74066750405248,True,1946.1844327461372,,0.5281368000432849,1
7.0,0.0,0.6,4.0,11.65422333873664,True,1295.4477344162046,,0.5352600000333041,1
7.0,0.0,0.6,5.0,14.567779173420801,True,1308.4081080470596,,0.526100300019607,1
7.0,0.0,0.6,6.0,17.48133500810496,True,1358.7699829657656,,0.5311098000966012,1
7.0,0.0,0.6,8.0,23.30844667747328,True,1446.7960464966332,,0.5337340000551194,1
7.0,0.0,0.6,10.0,29.135558346841602,True,1508.716676532462,,0.5901020998135209,1
7.0,1.0,0.0,2.0,17.194471533796797,True,1462.181755017446,,0.18513009999878705,1
7.0,1.0,0.0,3.0,25.79170730069519,True,1333.1339304383407,,0.1934569999575615,1
7.0,1.0,0.0,4.0,34.388943067593594,True,1296.4839522629763,,0.20711219985969365,1
7.0,1.0,0.0,5.0,42.98617883449199,True,1287.0508037575012,,0.25715600000694394,1
7.0,1.0,0.0,6.0,51.58341460139038,True,1289.5109825057912,,0.20303829992190003,1
7.0,1.0,0.0,8.0,68.77788613518719,True,1311.392725377829,,0.1811659000813961,1
7.0,1.0,0.0,10.0,85.97235766898397,True,1342.8784825679554,,0.16844589984975755,1
7.0,1.0,0.15,2.0,17.446418605863943,True,1424.0423927218349,,0.28273669979535043,1
7.0,1.0,0.15,3.0,26.169627908795917,True,1322.1946214866475,,0.28620600001886487,1
7.0,1.0,0.15,4.0,34.89283721172789,True,1298.413379744429,,0.27979480009526014,1
7.0,1.0,0.15,5.0,43.61604651465986,True,1294.5603027870402,,0.3036199000198394,1
7.0,1.0,0.15,6.0,52.339255817591834,True,1298.6562626742168,,0.30329619999974966,1
7.0,1.0,0.15,8.0,69.78567442345577,True,1315.3153584577783,,0.29943779995664954,1
7.0,1.0,0.15,10.0,87.23209302931971,True,1338.0053718104991,,0.27704549999907613,1
7.0,1.0,0.3,2.0,13.553808609600992,True,1462.7617621643806,,0.38296950003132224,1
7.0,1.0,0.3,3.0,20.330712914401488,True,1314.7219758487058,,0.3778730998747051,1
7.0,1.0,0.3,4.0,27.107617219201984,True,1300.0971894799206,,0.37290149996988475,1
7.0,1.0,0.3,5.0,33.88452152400248,True,1310.0336700736955,,0.39125680015422404,1
7.0,1.0,0.3,6.0,40.661425828802976,True,1324.1395042007614,,0.3705821998883039,1
7.0,1.0,0.3,8.0,54.21523443840397,True,1351.7159734215031,,0.3747711000032723,1
7.0,1.0,0.3,10.0,67.76904304800496,True,1373.8162519025734,,0.3726425999775529,1
7.0,1.0,0.45,2.0,10.634516790995866,True,1634.7128149112912,,0.43882729997858405,1
7.0,1.0,0.45,3.0,15.951775186493796,True,1311.5760541638506,,0.4772526000160724,1
7.0,1.0,0.45,4.0,21.26903358199173,True,1278.120639787455,,0.45658380002714694,1
7.0,1.0,0.45,5.0,26.586291977489658,True,1296.1937085080633,,0.4462524000555277,1
7.0,1.0,0.45,6.0,31.903550372987592,True,1324.998223651138,,0.4470039999578148,1
7.0,1.0,0.45,8.0,42.53806716398346,True,1381.4543106123247,,0.44661340001039207,1
7.0,1.0,0.45,10.0,53.172583954979316,True,1427.8732753471722,,0.4515146999619901,1
7.0,1.0,0.6,2.0,10.373851893885625,True,1670.8002346636665,,0.5432672000024468,1
7.0,1.0,0.6,3.0,15.560777840828438,True,1313.6473438283294,,0.5429893000982702,1
7.0,1.0,0.6,4.0,20.74770378777125,True,1279.6657692308809,,0.5523286999668926,1
7.0,1.0,0.6,5.0,25.93462973471406,True,1300.279671642459,,0.5710391998291016,1
7.0,1.0,0.6,6.0,31.121555681656876,True,1332.1913247548077,,0.541268200147897,1
7.0,1.0,0.6,8.0,41.4954075755425,True,1394.5555744295602,,0.569152900017798,1
7.0,1.0,0.6,10.0,51.86925946942812,True,1445.9109766596118,,0.5328071999829262,1
7.0,2.0,0.0,2.0,106.11583136977475,True,1475.1842569543287,,0.18456290010362864,1
7.0,2.0,0.0,3.0,159.17374705466213,True,1377.0495038663753,,0.18084449996240437,1
7.0,2.0,0.0,4.0,212.2316627395495,True,1327.4925046558526,,0.1810018999967724,1
7.0,2.0,0.0,5.0,265.28957842443685,True,1301.6298090130974,,0.1825327998958528,1
7.0,2.0,0.0,6.0,318.34749410932426,True,1289.8358402532556,,0.17967350012622774,1
7.0,2.0,0.0,8.0,424.463325479099,True,1289.9369065309907,,0.18818780011497438,1
7.0,2.0,0.0,10.0,530.5791568488737,True,1307.0992220444725,,0.18467439990490675,1
7.0,2.0,0.15,2.0,141.31671637498553,True,1464.5380206923342,,0.3354472001083195,1
7.0,2.0,0.15,3.0,211.9750745624783,True,1389.3616308709309,,0.3398289999458939,1
7.0,2.0,0.15,4.0,282.63343274997106,True,1348.768188369427,,0.3629858000203967,1
7.0,2.0,0.15,5.0,353.2917909374639,True,1324.452834574886,,0.33410540013574064,1
7.0,2.0,0.15,6.0,423.9501491249566,True,1309.8886957644308,,0.33817710005678236,1
7.0,2.0,0.15,8.0,565.2668654999421,True,1297.1763132526933,,0.32853959989733994,1
7.0,2.0,0.15,10.0,706.5835818749277,True,1297.8819011619598,,0.326530700083822,1
7.0,2.0,0.3,2.0,68.66355545553571,True,1434.340461227551,,0.3934980998747051,1
7.0,2.0,0.3,3.0,102.99533318330357,True,1368.1079347681869,,0.3967842999845743,1
7.0,2.0,0.3,4.0,137.32711091107143,True,1342.784352154846,,0.3963277000002563,1
7.0,2.0,0.3,5.0,171.6588886388393,True,1332.546455604176,,0.3986160000786185,1
7.0,2.0,0.3,6.0,205.99066636660714,True,1328.9329213537178,,0.3960297000594437,1
7.0,2.0,0.3,8.0,274.65422182214286,True,1329.601294118045,,0.39598549995571375,1
7.0,2.0,0.3,10.0,343.3177772776786,True,1333.6717695155908,,0.39604320004582405,1
7.0,2.0,0.45,2.0,35.61975570380597,True,1424.5018726651817,,0.43539820006117225,1
7.0,2.0,0.45,3.0,53.42963355570896,True,1322.7651412607224,,0.4377911000046879,1
7.0,2.0,0.45,4.0,71.23951140761194,True,1297.0255509758515,,0.43986940011382103,1
7.0,2.0,0.45,5.0,89.04938925951494,True,1296.4387554719021,,0.43570259981788695,1
7.0,2.0,0.45,6.0,106.85926711141792,True,1305.5341705782344,,0.43684209999628365,1
7.0,2.0,0.45,8.0,142.47902281522389,True,1333.2474612262283,,0.4352895999327302,1
7.0,2.0,0.45,10.0,178.09877851902988,True,1361.685432271618,,0.4397805999033153,1
7.0,2.0,0.6,2.0,33.954816065731684,True,1422.7047844573488,,0.5306202999781817,1
7.0,2.0,0.6,3.0,50.93222409859752,True,1318.040823080899,,0.5362829000223428,1
7.0,2.0,0.6,4.0,67.90963213146337,True,1293.1966407211328,,0.5298580001108348,1
7.0,2.0,0.6,5.0,84.8870401643292,True,1294.7375824600867,,0.5488011999987066,1
7.0,2.0,0.6,6.0,101.86444819719505,True,1306.6138948826278,,0.5423447999637574,1
7.0,2.0,0.6,8.0,135.81926426292674,True,1340.1888900142587,,0.5413547998759896,1
7.0,2.0,0.6,10.0,169.7740803286584,True,1374.4263797571434,,0.538319000042975,1
8.0,0.0,0.0,2.0,9.014865176389904,True,2086.7566367003847,,0.15801270003430545,1
8.0,0.0,0.0,3.0,13.522297764584858,True,1342.7062720550236,,0.159229600103572,1
8.0,0.0,0.0,4.0,18.029730352779808,True,1315.3156810623211,,0.15973259997554123,1
8.0,0.0,0.0,5.0,22.537162940974763,True,1314.898683961098,,0.15806040004827082,1
8.0,0.0,0.0,6.0,27.044595529169715,True,1317.3300352810547,,0.1572639001533389,1
8.0,0.0,0.0,8.0,36.059460705559616,True,1322.6024386373876,,0.15736079984344542,1
8.0,0.0,0.0,10.0,45.07432588194953,True,1329.2803117370956,,0.1559711000882089,1
8.0,0.0,0.15,2.0,7.853064330680724,True,2192.1784453897335,,0.30331810005009174,1
8.0,0.0,0.15,3.0,11.779596496021087,True,1333.5670440778547,,0.3030175000894815,1
8.0,0.0,0.15,4.0,15.706128661361449,True,1295.4393402542064,,0.30418209987692535,1
8.0,0.0,0.15,5.0,19.63266082670181,True,1311.3798425971702,,0.30126170022413135,1
8.0,0.0,0.15,6.0,23.559192992042174,True,1328.8911772773295,,0.30491440021432936,1
8.0,0.0,0.15,8.0,31.412257322722898,True,1353.756994437163,,0.30308070010505617,1
8.0,0.0,0.15,10.0,39.26532165340362,True,1368.6144572554972,,0.30243570008315146,1
8.0,0.0,0.3,2.0,6.383046278651363,True,3477.385585816017,,0.37877319986000657,1
8.0,0.0,0.3,3.0,9.574569417977044,True,1491.2600012632543,,0.38020540005527437,1
8.0,0.0,0.3,4.0,12.766092557302725,True,1279.1795228278438,,0.382246799999848,1
8.0,0.0,0.3,5.0,15.957615696628409,True,1298.6992792655685,,0.38486770004965365,1
8.0,0.0,0.3,6.0,19.149138835954087,True,1337.1555578519228,,0.38317990000359714,1
8.0,0.0,0.3,8.0,25.53218511460545,True,1401.0090310151065,,0.38092679996043444,1
8.0,0.0,0.3,10.0,31.915231393256818,True,1444.2871183238951,,0.38219400006346405,1
8.0,0.0,0.45,2.0,6.113409283485001,True,3520.1793111368197,,0.4791333000175655,1
8.0,0.0,0.45,3.0,9.1701139252275,True,1921.8975463178876,,0.4766444999258965,1
8.0,0.0,0.45,4.0,12.226818566970001,True,1283.8909781250754,,0.4701167999301106,1
8.0,0.0,0.45,5.0,15.283523208712502,True,1302.0731423123082,,0.47351600020192564,1
8.0,0.0,0.45,6.0,18.340227850455,True,1347.7077912115947,,0.48757870006375015,1
8.0,0.0,0.45,8.0,24.453637133940003,True,1427.0569610316284,,0.4990834000054747,1
8.0,0.0,0.45,10.0,30.567046417425004,True,1482.94029906675,,0.4898908000905067,1
8.0,0.0,0.6,2.0,5.795583969173151,True,3580.0041569211626,,0.6202804998029023,1
8.0,0.0,0.6,3.0,8.693375953759727,True,1948.2158993491903,,0.6087002002168447,1
8.0,0.0,0.6,4.0,11.591167938346302,True,1296.3902352935486,,0.6039126000832766,1
8.0,0.0,0.6,5.0,14.48895992293288,True,1308.3553634978787,,0.600043100072071,1
8.0,0.0,0.6,6.0,17.386751907519454,True,1358.7461092540755,,0.6091604998800904,1
8.0,0.0,0.6,8.0,23.182335876692605,True,1447.082320637321,,0.6246637001167983,1
8.0,0.0,0.6,10.0,28.97791984586576,True,1509.1114642262762,,0.6130258999764919,1
8.0,1.0,0.0,2.0,19.109411844836252,True,1450.7596599533056,,0.1792161997873336,1
8.0,1.0,0.0,3.0,28.664117767254382,True,1359.9383780613657,,0.17484870017506182,1
8.0,1.0,0.0,4.0,38.218823689672504,True,1331.1820823215464,,0.18683860008604825,1
8.0,1.0,0.0,5.0,47.77352961209064,True,1318.5180390713167,,0.18911779997870326,1
8.0,1.0,0.0,6.0,57.328235534508764,True,1311.8829738657253,,0.18631609994918108,1
8.0,1.0,0.0,8.0,76.43764737934501,True,1309.0684881966276,,0.19049439998343587,1
8.0,1.0,0.0,10.0,95.54705922418128,True,1313.417684462823,,0.18934609997086227,1
8.0,1.0,0.15,2.0,16.41345317862357,True,1429.7390040144462,,0.34638860006816685,1
8.0,1.0,0.15,3.0,24.620179767935355,True,1333.6549550827494,,0.34402450011111796,1
8.0,1.0,0.15,4.0,32.82690635724714,True,1318.0790307691775,,0.34770140005275607,1
8.0,1.0,0.15,5.0,41.033632946558924,True,1317.9959646851642,,0.34723349986597896,1
8.0,1.0,0.15,6.0,49.24035953587071,True,1321.6499750103133,,0.3518358999863267,1
8.0,1.0,0.15,8.0,65.65381271449428,True,1329.6854793803461,,0.34671129984781146,1
8.0,1.0,0.15,10.0,82.06726589311785,True,1337.0990792492346,,0.3507520998828113,1
8.0,1.0,0.3,2.0,11.856870348888123,True,1537.0964945252924,,0.4000740998890251,1
8.0,1.0,0.3,3.0,17.785305523332188,True,1310.6561313334862,,0.41196949989534914,1
8.0,1.0,0.3,4.0,23.713740697776245,True,1286.4369442763293,,0.4148959000594914,1
8.0,1.0,0.3,5.0,29.64217587222031,True,1299.7532254205662,,0.41902679996564984,1
8.0,1.0,0.3,6.0,35.570611046664375,True,1320.2770079374584,,0.40851259999908507,1
8.0,1.0,0.3,8.0,47.42748139555249,True,1360.5527325229168,,0.4199290999677032,1
8.0,1.0,0.3,10.0,59.28435174444062,True,1392.5531420525542,,0.4019074998795986,1
8.0,1.0,0.45,2.0,10.915985554002177,True,1596.9603734096863,,0.46750789997167885,1
8.0,1.0,0.45,3.0,16.37397833100327,True,1308.9153756991495,,0.48510409984737635,1
8.0,1.0,0.45,4.0,21.831971108004353,True,1277.8452960470233,,0.4815832001622766,1
8.0,1.0,0.45,5.0,27.28996388500544,True,1295.2636941907365,,0.4769257998559624,1
8.0,1.0,0.45,6.0,32.74795666200654,True,1323.7074503056872,,0.48056629998609424,1
8.0,1.0,0.45,8.0,43.66394221600871,True,1380.333773583496,,0.4835020999889821,1
8.0,1.0,0.45,10.0,54.57992777001088,True,1426.9208706657855,,0.4802436998579651,1
8.0,1.0,0.6,2.0,10.381326087210207,True,1662.2061727995867,,0.6565020000562072,1
8.0,1.0,0.6,3.0,15.57198913081531,True,1314.2251657298516,,0.6599378001410514,1
8.0,1.0,0.6,4.0,20.762652174420413,True,1280.7922120658234,,0.6748794999439269,1
8.0,1.0,0.6,5.0,25.953315218025516,True,1301.1492899768264,,0.6921960001345724,1
