run_id,source,status,initial_time_myr,final_time_myr,n_initial,n_final,n_matched,alpha_initial,alpha_survivor_birth,alpha_survivor_current,alpha_aperture,projection_sd,n_projections,delta_survival_selection,delta_stellar_evolution_after_survival,delta_finite_aperture,delta_total_pdmf_minus_imf,delta_correction_to_add_to_pdmf_for_imf
petar_pdmf_analysis,results\petar_pdmf_analysis_selftest.json,synthetic_validation_only,0.0,125.0,12000,9694,9694,2.321,2.101,2.101,2.038,0.0018200274723201026,32,-0.2200000000000002,0.0,-0.06300000000000017,-0.28300000000000036,0.28300000000000036
