source_id _x _y pmRA pmDE Plx e_pmRA e_pmDE e_Plx Gmag BP_RP RUWE probs_final
45030537372094336 -0.28164170828893564 -4.830477984316353 38.414402139087926 9.402295151515737 4.042748602314828 0.04878594 0.036944516 0.042992655 15.636233 2.2153597 1.0368224 0.0
50840975289216896 1.6560147335016366 -4.694855953851047 2.7623304129430934 -3.0521929414370916 9.85204436027135 0.056647304 0.04057116 0.052246083 15.094665 2.774601 1.6265366 0.0
50925878202674944 1.7556793587023867 -4.323980739158732 -29.455351350112036 54.10724173872437 6.824728548879135 0.050729472 0.033207886 0.041461818 15.621889 2.5899734 1.0391188 0.0
50940893408325632 1.738941005814461 -4.172663339210285 -6.926468919793326 -125.0921985313598 7.202375973265998 0.06462588 0.044885747 0.054680742 16.392466 2.7438478 0.955914 0.0
51013701693137920 0.6336420467220693 -4.500479797529966 268.3083232116201 -248.83489631194604 25.432546280165717 0.03540928 0.025016602 0.031424668 14.4974375 2.9097328 1.3311821 -1.0
51019714647411840 0.11543105175971363 -4.853006497973957 -23.520898963842264 43.25953257442692 5.186543562186812 0.10217814 0.066545814 0.08794878 16.728731 2.7108288 0.9589599 0.0
51034351895927936 0.1289865428825129 -4.541485831612557 -29.96828744814602 52.065360117435404 7.53521468571164 0.043407656 0.028168483 0.03484795 15.430257 2.449026 1.0255035 0.0
51045067838306176 -0.017695567157040015 -4.564446101077529 74.23241964405321 -255.73085479969862 7.2197421767006125 0.053943776 0.0373419 0.04569223 15.778208 1.868659 0.95886153 -1.0
51132070992841728 1.4754900451138033 -4.11614869018138 -11.8330992832351 20.36126186241795 4.6523642083279295 0.13293424 0.07945389 0.101097696 17.43394 2.928484 1.0653615 0.0
51146364643914112 1.0092085988611608 -4.0042786802085555 -28.76284212138054 8.966530710057285 4.112563319746211 0.0763667 0.04578637 0.06340348 16.637877 2.6472702 1.0463519 0.0
51251264925178112 2.0921634659775292 -4.336656095674344 -25.40986557328824 34.13735131774183 4.711742787662409 0.018587627 0.012065841 0.015229968 13.664608 1.4799414 1.0456897 0.0
51268028180341248 2.5753920984265575 -4.218483183831155 -10.503247395675507 14.2123876645996 4.404893575643359 0.112688355 0.07567394 0.10329624 17.455 2.6422997 0.9968656 0.0
51284971828429440 2.5286558278884503 -3.971469497492337 -0.49273273610948465 -0.2299165278889248 7.504703500712225 0.16907361 0.10169318 0.13746351 17.920094 3.410511 0.960924 0.9928
51304178922558464 1.9526983246742746 -4.155109361863265 -18.449313377137116 5.038944450232208 4.839361431927749 0.11528303 0.086105935 0.1014233 17.496078 2.706705 0.96467185 0.0
51352419994733440 2.176267780676095 -3.770652096437218 -1.0820987625620084 47.221373877325256 4.702610588367871 0.032454092 0.021994567 0.028864045 14.898651 1.880702 1.0701798 0.0
51449520615726336 2.75173870494702 -3.453743387103396 -72.26722688442507 30.305216393822146 9.601485138584234 0.052980684 0.03694794 0.052611087 16.077806 2.7017822 1.0249704 0.0
