run_id,n_systems,binary_system_fraction,n_stars,n_binaries,profile,mcluster_S,half_mass_radius_pc,imf_alpha_low,imf_alpha_high,seed,galactic_tide,priority,status
mb_train_0195_s40196,1389,0.5396,2139,750,2,0.0306,3.4718,1.0877,3.4737,40196,true,1,ready
mb_train_0196_s40197,1669,0.4145,2361,692,2,0.0999,3.0425,0.6814,1.1182,40197,true,1,ready
mb_train_0197_s40198,1371,0.8116,2484,1113,2,0.0143,2.5404,0.9694,1.8896,40198,true,1,ready
mb_train_0198_s40199,1428,0.4640,2091,663,2,0.1276,4.1379,0.7414,1.2667,40199,true,1,ready
mb_train_0199_s40200,1416,0.3525,1915,499,2,0.3909,3.3738,1.0244,3.2864,40200,true,1,ready
mb_train_0200_s40201,1695,0.3576,2301,606,2,0.3993,4.3542,1.1342,1.2992,40201,true,1,ready
mb_train_0201_s40202,1606,0.5447,2481,875,2,0.0936,3.1126,1.9607,2.9047,40202,true,1,ready
mb_train_0202_s40203,1500,0.3252,1988,488,2,0.0224,4.2644,1.9504,1.5520,40203,true,1,ready
mb_train_0202_s92022,1500,0.3252,1988,488,2,0.0224,4.2644,1.9504,1.5520,92022,true,1,ready
mb_train_0202_s92023,1500,0.3252,1988,488,2,0.0224,4.2644,1.9504,1.5520,92023,true,1,ready
mb_train_0202_s92024,1500,0.3252,1988,488,2,0.0224,4.2644,1.9504,1.5520,92024,true,1,ready
mb_train_0202_s92025,1500,0.3252,1988,488,2,0.0224,4.2644,1.9504,1.5520,92025,true,1,ready
mb_train_0203_s40204,1269,0.8460,2343,1074,2,0.3638,3.5559,1.2773,1.3610,40204,true,1,ready
mb_train_0204_s40205,1585,0.6913,2681,1096,2,0.2892,3.5810,0.4133,2.0792,40205,true,1,ready
mb_train_0205_s40206,1328,0.3688,1818,490,2,0.4841,4.3652,0.7349,3.0528,40206,true,1,ready
mb_train_0206_s40207,1267,0.3796,1748,481,2,0.0047,2.9912,1.8218,2.1310,40207,true,1,ready
mb_train_0207_s40208,1243,0.4618,1817,574,2,0.1697,3.5937,1.6929,3.0775,40208,true,1,ready
mb_train_0208_s40209,1241,0.5344,1904,663,2,0.1678,3.0595,0.3686,2.6479,40209,true,1,ready
mb_train_0209_s40210,1260,0.9157,2414,1154,2,0.0008,3.5177,1.4200,1.8362,40210,true,1,ready
mb_train_0210_s40211,1538,0.5187,2336,798,2,0.1637,3.0417,0.6850,1.5466,40211,true,1,ready
mb_train_0211_s40212,1524,0.7331,2641,1117,2,0.3266,3.5151,1.4877,2.7987,40212,true,1,ready
mb_train_0212_s40213,1461,0.3344,1950,489,2,0.1265,3.8546,0.6036,2.1964,40213,true,1,ready
mb_train_0213_s40214,1419,0.7980,2551,1132,2,0.1441,3.6433,0.4535,2.8556,40214,true,1,ready
mb_train_0214_s40215,1683,0.3712,2308,625,2,0.4815,3.3523,1.9367,2.4694,40215,true,1,ready
mb_train_0215_s40216,1549,0.4314,2217,668,2,0.2264,3.9105,1.6874,2.7640,40216,true,1,ready
mb_train_0216_s40217,1578,0.9469,3072,1494,2,0.1582,3.6658,1.3369,1.2789,40217,true,1,ready
mb_train_0217_s40218,1587,0.4122,2241,654,2,0.0167,3.1855,0.4355,2.1924,40218,true,1,ready
mb_train_0218_s40219,1605,0.5878,2548,943,2,0.1073,3.1642,1.7068,2.6170,40219,true,1,ready
mb_train_0219_s40220,1517,0.3629,2068,551,2,0.4100,2.4313,0.4772,1.3161,40220,true,1,ready
mb_train_0220_s40221,1593,0.5671,2496,903,2,0.4615,3.2277,1.4906,2.2773,40221,true,1,ready
mb_train_0220_s92202,1593,0.5671,2496,903,2,0.4615,3.2277,1.4906,2.2773,92202,true,1,ready
mb_train_0220_s92203,1593,0.5671,2496,903,2,0.4615,3.2277,1.4906,2.2773,92203,true,1,ready
mb_train_0220_s92204,1593,0.5671,2496,903,2,0.4615,3.2277,1.4906,2.2773,92204,true,1,ready
mb_train_0220_s92205,1593,0.5671,2496,903,2,0.4615,3.2277,1.4906,2.2773,92205,true,1,ready
mb_train_0221_s40222,1584,0.6533,2619,1035,2,0.1493,3.4778,1.1685,1.8229,40222,true,1,ready
mb_train_0222_s40223,1465,0.6699,2446,981,2,0.0465,4.0032,1.4241,3.1439,40223,true,1,ready
mb_train_0223_s40224,1286,0.8290,2352,1066,2,0.0647,3.7195,0.4921,1.8209,40224,true,1,ready
mb_train_0224_s40225,1305,0.9443,2537,1232,2,0.1614,3.2109,0.5930,2.4334,40225,true,1,ready
mb_train_0225_s40226,1339,0.6979,2273,934,2,0.3187,4.1888,1.7240,2.9302,40226,true,1,ready
mb_train_0226_s40227,1479,0.4435,2135,656,2,0.4575,3.7536,0.5025,2.4945,40227,true,1,ready
mb_train_0227_s40228,1486,0.3874,2062,576,2,0.0174,4.3823,1.3919,2.3678,40228,true,1,ready
mb_train_0228_s40229,1522,0.4046,2138,616,2,0.1833,4.0695,1.9960,2.8308,40229,true,1,ready
mb_train_0229_s40230,1542,0.6345,2520,978,2,0.0797,2.7082,1.3475,3.3299,40230,true,1,ready
mb_train_0230_s40231,1443,0.7062,2462,1019,2,0.3543,4.3314,1.2606,3.3724,40231,true,1,ready
mb_train_0231_s40232,1558,0.4784,2303,745,2,0.2990,4.2542,0.6101,2.2354,40232,true,1,ready
mb_train_0232_s40233,1670,0.4515,2424,754,2,0.0950,2.9382,0.5126,2.9274,40233,true,1,ready
mb_train_0233_s40234,1284,0.6405,2106,822,2,0.2780,4.4147,1.8004,2.0306,40234,true,1,ready
mb_train_0234_s40235,1619,0.7796,2881,1262,2,0.0384,3.1728,0.9818,3.1547,40235,true,1,ready
mb_train_0235_s40236,1368,0.8554,2538,1170,2,0.0040,3.1765,1.6321,2.4573,40236,true,1,ready
mb_train_0236_s40237,1483,0.7639,2616,1133,2,0.1963,3.6330,0.8485,1.7981,40237,true,1,ready
mb_train_0237_s40238,1677,0.4655,2458,781,2,0.0725,2.7831,0.8939,1.4943,40238,true,1,ready
mb_train_0238_s40239,1232,0.5375,1894,662,2,0.3154,3.5504,0.8600,1.8100,40239,true,1,ready
mb_train_0238_s92382,1232,0.5375,1894,662,2,0.3154,3.5504,0.8600,1.8100,92382,true,1,ready
mb_train_0238_s92383,1232,0.5375,1894,662,2,0.3154,3.5504,0.8600,1.8100,92383,true,1,ready
mb_train_0238_s92384,1232,0.5375,1894,662,2,0.3154,3.5504,0.8600,1.8100,92384,true,1,ready
mb_train_0238_s92385,1232,0.5375,1894,662,2,0.3154,3.5504,0.8600,1.8100,92385,true,1,ready
mb_train_0239_s40240,1448,0.7389,2518,1070,2,0.3900,2.6145,1.8688,2.9867,40240,true,1,ready
mb_train_0240_s40241,1658,0.6626,2757,1099,2,0.3511,3.6721,1.4297,1.0031,40241,true,1,ready
mb_train_0241_s40242,1644,0.6814,2764,1120,2,0.1973,3.2043,1.3987,2.2840,40242,true,1,ready
mb_train_0242_s40243,1427,0.4693,2097,670,2,0.4230,2.5715,1.4709,1.6008,40243,true,1,ready
mb_train_0243_s40244,1635,0.5680,2564,929,2,0.2289,3.5757,1.6615,1.0909,40244,true,1,ready
mb_train_0244_s40245,1640,0.8626,3055,1415,2,0.4052,4.3342,1.7373,1.9045,40245,true,1,ready
mb_train_0245_s40246,1479,0.6429,2430,951,2,0.2149,2.8096,0.5483,2.8168,40246,true,1,ready
mb_train_0246_s40247,1315,0.7499,2301,986,2,0.1211,4.4902,0.6570,1.5954,40247,true,1,ready
mb_train_0247_s40248,1690,0.4227,2404,714,2,0.4557,3.9595,1.7483,2.3595,40248,true,1,ready
mb_train_0248_s40249,1449,0.7010,2465,1016,2,0.2091,3.1947,1.3115,1.2731,40249,true,1,ready
mb_train_0249_s40250,1563,0.4372,2246,683,2,0.3831,3.7452,1.5782,1.1664,40250,true,1,ready
mb_train_0250_s40251,1526,0.8189,2776,1250,2,0.0444,3.7872,0.8016,3.1692,40251,true,1,ready
mb_train_0251_s40252,1682,0.8136,3050,1368,2,0.0071,4.2422,0.9135,1.9721,40252,true,1,ready
mb_train_0252_s40253,1495,0.5266,2282,787,2,0.3770,3.2941,0.5772,1.0805,40253,true,1,ready
mb_train_0253_s40254,1354,0.3545,1834,480,2,0.0895,3.2031,1.9859,1.6243,40254,true,1,ready
mb_train_0254_s40255,1674,0.8630,3119,1445,2,0.3179,3.0780,1.2028,2.4188,40255,true,1,ready
mb_train_0255_s40256,1668,0.4996,2501,833,2,0.2730,2.8832,1.3837,3.2750,40256,true,1,ready
mb_train_0256_s40257,1598,0.4727,2353,755,2,0.0203,2.5671,0.6006,1.6791,40257,true,1,ready
mb_train_0257_s40258,1310,0.8877,2473,1163,2,0.3408,2.9492,1.8949,2.6761,40258,true,1,ready
mb_train_0257_s92572,1310,0.8877,2473,1163,2,0.3408,2.9492,1.8949,2.6761,92572,true,1,ready
mb_train_0257_s92573,1310,0.8877,2473,1163,2,0.3408,2.9492,1.8949,2.6761,92573,true,1,ready
mb_train_0257_s92574,1310,0.8877,2473,1163,2,0.3408,2.9492,1.8949,2.6761,92574,true,1,ready
mb_train_0257_s92575,1310,0.8877,2473,1163,2,0.3408,2.9492,1.8949,2.6761,92575,true,1,ready
mb_train_0258_s40259,1680,0.5833,2660,980,2,0.3356,2.8149,1.6160,1.8790,40259,true,1,ready
mb_train_0259_s40260,1672,0.7950,3001,1329,2,0.1032,3.9463,1.6261,1.0746,40260,true,1,ready
mb_train_0260_s40261,1306,0.5984,2088,782,2,0.2023,4.1741,1.6569,2.4902,40261,true,1,ready
mb_train_0261_s40262,1686,0.4181,2391,705,2,0.0020,3.4483,0.4411,1.9082,40262,true,1,ready
mb_train_0262_s40263,1553,0.8202,2827,1274,2,0.3870,3.8399,1.6474,1.0137,40263,true,1,ready
mb_train_0263_s40264,1648,0.8912,3117,1469,2,0.1425,2.6827,1.4119,3.1876,40264,true,1,ready
mb_train_0264_s40265,1574,0.3487,2123,549,2,0.0511,4.4081,1.0562,2.4136,40265,true,1,ready
mb_train_0265_s40266,1466,0.5049,2206,740,2,0.3563,3.6941,0.3132,1.3385,40266,true,1,ready
mb_train_0266_s40267,1421,0.3326,1894,473,2,0.2906,4.2858,1.0653,2.3757,40267,true,1,ready
mb_train_0267_s40268,1236,0.5906,1966,730,2,0.1792,3.5588,0.4722,1.4580,40268,true,1,ready
mb_train_0268_s40269,1322,0.8222,2409,1087,2,0.3141,4.2690,0.7759,3.2603,40269,true,1,ready
mb_train_0269_s40270,1204,0.4476,1743,539,2,0.2344,2.7913,1.0308,1.6933,40270,true,1,ready
mb_train_0270_s40271,1406,0.3911,1956,550,2,0.2838,2.4222,1.8162,2.9689,40271,true,1,ready
mb_train_0271_s40272,1574,0.5028,2365,791,2,0.3681,2.6206,1.4775,1.5848,40272,true,1,ready
mb_train_0272_s40273,1586,0.7084,2710,1124,2,0.0552,3.8600,1.1008,1.7007,40273,true,1,ready
mb_train_0273_s40274,1410,0.3363,1884,474,2,0.4785,2.7629,1.4143,1.8496,40274,true,1,ready
mb_train_0274_s40275,1436,0.7178,2467,1031,2,0.1393,2.5039,0.4578,3.2796,40275,true,1,ready
mb_train_0275_s40276,1295,0.8031,2335,1040,2,0.4776,3.2572,1.5294,1.2870,40276,true,1,ready
mb_train_0275_s92752,1295,0.8031,2335,1040,2,0.4776,3.2572,1.5294,1.2870,92752,true,1,ready
mb_train_0275_s92753,1295,0.8031,2335,1040,2,0.4776,3.2572,1.5294,1.2870,92753,true,1,ready
mb_train_0275_s92754,1295,0.8031,2335,1040,2,0.4776,3.2572,1.5294,1.2870,92754,true,1,ready
mb_train_0275_s92755,1295,0.8031,2335,1040,2,0.4776,3.2572,1.5294,1.2870,92755,true,1,ready
mb_train_0276_s40277,1294,0.4319,1853,559,2,0.0868,3.9228,1.9381,2.0676,40277,true,1,ready
mb_train_0277_s40278,1276,0.4919,1904,628,2,0.1457,2.8760,0.7605,2.5050,40278,true,1,ready
mb_train_0278_s40279,1222,0.7538,2143,921,2,0.2133,4.4869,1.2950,3.0930,40279,true,1,ready
mb_train_0279_s40280,1299,0.3642,1772,473,2,0.0260,3.8111,1.1699,1.6678,40280,true,1,ready
mb_train_0280_s40281,1213,0.7086,2073,860,2,0.0294,2.5208,0.6140,2.2368,40281,true,1,ready
mb_train_0281_s40282,1303,0.3671,1781,478,2,0.1093,2.7449,0.3675,2.6859,40282,true,1,ready
mb_train_0282_s40283,1274,0.8525,2360,1086,2,0.2911,4.1271,0.4276,1.6120,40283,true,1,ready
mb_train_0283_s40284,1311,0.5946,2091,780,2,0.2549,3.2758,1.4658,2.5261,40284,true,1,ready
mb_train_0284_s40285,1543,0.6394,2530,987,2,0.4361,2.9114,0.6959,1.3673,40285,true,1,ready
mb_train_0285_s40286,1314,0.7770,2335,1021,2,0.3853,4.0255,0.3056,3.1585,40286,true,1,ready
mb_train_0286_s40287,1554,0.4803,2300,746,2,0.0107,2.9068,1.0047,3.3853,40287,true,1,ready
mb_train_0287_s40288,1507,0.3563,2044,537,2,0.2741,3.4366,1.1838,2.2707,40288,true,1,ready
mb_train_0288_s40289,1342,0.9235,2581,1239,2,0.3380,3.4128,1.8349,2.0445,40289,true,1,ready
mb_train_0289_s40290,1630,0.7829,2906,1276,2,0.4172,3.9809,1.9001,1.7757,40290,true,1,ready
mb_train_0290_s40291,1445,0.5515,2242,797,2,0.0844,3.1394,1.4337,3.1755,40291,true,1,ready
mb_train_0291_s40292,1392,0.7670,2460,1068,2,0.4117,3.7959,1.6533,1.9554,40292,true,1,ready
mb_train_0292_s40293,1439,0.6216,2333,894,2,0.3566,3.1608,1.4809,1.8983,40293,true,1,ready
mb_train_0293_s40294,1490,0.3042,1943,453,2,0.1872,3.0903,1.7957,2.5521,40294,true,1,ready
mb_train_0293_s92932,1490,0.3042,1943,453,2,0.1872,3.0903,1.7957,2.5521,92932,true,1,ready
mb_train_0293_s92933,1490,0.3042,1943,453,2,0.1872,3.0903,1.7957,2.5521,92933,true,1,ready
mb_train_0293_s92934,1490,0.3042,1943,453,2,0.1872,3.0903,1.7957,2.5521,92934,true,1,ready
mb_train_0293_s92935,1490,0.3042,1943,453,2,0.1872,3.0903,1.7957,2.5521,92935,true,1,ready
mb_train_0294_s40295,1382,0.7528,2422,1040,2,0.1739,2.8374,0.7131,1.5345,40295,true,1,ready
mb_train_0295_s40296,1224,0.9361,2370,1146,2,0.1428,2.8927,0.9190,1.9463,40296,true,1,ready
mb_train_0296_s40297,1341,0.7594,2359,1018,2,0.3760,4.1532,0.9523,3.3897,40297,true,1,ready
mb_train_0297_s40298,1459,0.9317,2818,1359,2,0.4802,2.8215,1.5028,2.8472,40298,true,1,ready
mb_train_0298_s40299,1470,0.7966,2641,1171,2,0.0538,4.1152,0.3240,3.4817,40299,true,1,ready
mb_train_0299_s40300,1657,0.4756,2445,788,2,0.4295,3.8266,1.9783,3.4483,40300,true,1,ready
mb_train_0300_s40301,1541,0.6580,2555,1014,2,0.0925,3.6363,0.8502,1.1110,40301,true,1,ready
mb_train_0301_s40302,1297,0.6661,2161,864,2,0.0255,4.4783,1.4409,3.4917,40302,true,1,ready
mb_train_0302_s40303,1528,0.5242,2329,801,2,0.2065,3.7739,1.3261,2.7018,40303,true,1,ready
mb_train_0303_s40304,1390,0.5130,2103,713,2,0.4544,2.5792,1.6981,1.5771,40304,true,1,ready
mb_train_0304_s40305,1488,0.5147,2254,766,2,0.2824,4.1290,1.3418,3.1093,40305,true,1,ready
mb_train_0305_s40306,1633,0.4898,2433,800,2,0.0120,2.5172,1.3696,2.3113,40306,true,1,ready
mb_train_0306_s40307,1519,0.3443,2042,523,2,0.2631,3.8002,1.2058,2.7081,40307,true,1,ready
mb_train_0307_s40308,1409,0.3285,1872,463,2,0.4859,4.0592,0.9953,2.0747,40308,true,1,ready
mb_train_0308_s40309,1280,0.8900,2419,1139,2,0.1901,3.8897,0.4093,2.7496,40309,true,1,ready
mb_train_0309_s40310,1355,0.3005,1762,407,2,0.3628,4.2265,0.6614,1.8049,40310,true,1,ready
mb_train_0310_s40311,1663,0.5165,2522,859,2,0.1528,2.6667,1.4614,2.0913,40311,true,1,ready
mb_train_0311_s40312,1378,0.5800,2177,799,2,0.2461,3.3919,0.3273,1.2291,40312,true,1,ready
mb_train_0312_s40313,1308,0.5211,1990,682,2,0.1057,3.5872,1.5415,1.0254,40313,true,1,ready
mb_train_0312_s93122,1308,0.5211,1990,682,2,0.1057,3.5872,1.5415,1.0254,93122,true,1,ready
mb_train_0312_s93123,1308,0.5211,1990,682,2,0.1057,3.5872,1.5415,1.0254,93123,true,1,ready
mb_train_0312_s93124,1308,0.5211,1990,682,2,0.1057,3.5872,1.5415,1.0254,93124,true,1,ready
mb_train_0312_s93125,1308,0.5211,1990,682,2,0.1057,3.5872,1.5415,1.0254,93125,true,1,ready
mb_train_0313_s40314,1620,0.3742,2226,606,2,0.0778,2.4917,1.0467,1.5021,40314,true,1,ready
mb_train_0314_s40315,1358,0.6071,2182,824,2,0.4735,3.7305,0.8418,2.5165,40315,true,1,ready
mb_train_0315_s40316,1219,0.7692,2157,938,2,0.2954,3.3153,1.4447,2.2107,40316,true,1,ready
mb_train_0316_s40317,1438,0.6898,2430,992,2,0.4248,3.6867,0.9076,1.0429,40317,true,1,ready
mb_train_0317_s40318,1302,0.7320,2255,953,2,0.1242,4.3016,0.9918,1.3334,40318,true,1,ready
mb_train_0318_s40319,1360,0.7425,2370,1010,2,0.0187,3.2508,1.9701,3.1060,40319,true,1,ready
mb_train_0319_s40320,1370,0.4389,1971,601,2,0.3229,3.5359,0.8338,2.3818,40320,true,1,ready
mb_train_0320_s40321,1360,0.6087,2188,828,2,0.4868,2.5845,1.5829,1.2406,40321,true,1,ready
mb_train_0321_s40322,1233,0.6311,2011,778,2,0.2589,3.2662,1.6104,2.8899,40322,true,1,ready
mb_train_0322_s40323,1333,0.7250,2299,966,2,0.4649,3.2392,0.7049,2.9102,40323,true,1,ready
mb_train_0323_s40324,1616,0.6946,2738,1122,2,0.1341,4.1822,1.0222,2.8983,40324,true,1,ready
mb_train_0324_s40325,1267,0.3396,1697,430,2,0.4128,3.4422,1.5356,2.2601,40325,true,1,ready
mb_train_0325_s40326,1408,0.6745,2358,950,2,0.0094,4.2526,1.3027,1.7484,40326,true,1,ready
mb_train_0326_s40327,1366,0.6142,2205,839,2,0.4943,3.6176,0.9870,3.3449,40327,true,1,ready
mb_train_0327_s40328,1518,0.5923,2417,899,2,0.1593,2.8546,0.3511,2.8253,40328,true,1,ready
mb_train_0328_s40329,1627,0.4579,2372,745,2,0.1886,2.7229,1.2393,2.3928,40329,true,1,ready
mb_train_0329_s40330,1249,0.8854,2355,1106,2,0.0241,2.9262,0.4496,1.0540,40330,true,1,ready
mb_train_0330_s40331,1505,0.9116,2877,1372,2,0.0435,2.4968,0.3033,1.2283,40331,true,1,ready
mb_train_0330_s93302,1505,0.9116,2877,1372,2,0.0435,2.4968,0.3033,1.2283,93302,true,1,ready
mb_train_0330_s93303,1505,0.9116,2877,1372,2,0.0435,2.4968,0.3033,1.2283,93303,true,1,ready
mb_train_0330_s93304,1505,0.9116,2877,1372,2,0.0435,2.4968,0.3033,1.2283,93304,true,1,ready
mb_train_0330_s93305,1505,0.9116,2877,1372,2,0.0435,2.4968,0.3033,1.2283,93305,true,1,ready
mb_train_0331_s40332,1335,0.5317,2045,710,2,0.2106,2.8016,0.7545,2.1549,40332,true,1,ready
mb_train_0332_s40333,1242,0.5963,1983,741,2,0.0322,4.3036,1.9812,1.9262,40333,true,1,ready
mb_train_0333_s40334,1221,0.4287,1744,523,2,0.1646,4.0912,1.0488,2.1025,40334,true,1,ready
mb_train_0334_s40335,1227,0.8355,2252,1025,2,0.0473,2.9639,0.7243,3.1983,40335,true,1,ready
mb_train_0335_s40336,1453,0.3275,1929,476,2,0.4460,3.8100,0.9035,1.9919,40336,true,1,ready
mb_train_0336_s40337,1474,0.4260,2102,628,2,0.1508,4.4025,1.5253,2.6142,40337,true,1,ready
mb_train_0337_s40338,1336,0.8941,2531,1195,2,0.4306,3.5243,0.5751,3.2189,40338,true,1,ready
mb_train_0338_s40339,1381,0.4460,1997,616,2,0.1148,3.0862,1.5713,2.7718,40339,true,1,ready
mb_train_0339_s40340,1312,0.3147,1725,413,2,0.0618,2.4492,1.9160,2.3148,40340,true,1,ready
mb_train_0340_s40341,1497,0.6275,2436,939,2,0.3592,3.8467,1.3769,2.3409,40341,true,1,ready
mb_train_0341_s40342,1316,0.4216,1871,555,2,0.4954,2.7007,1.9061,2.2200,40342,true,1,ready
mb_train_0342_s40343,1373,0.6291,2237,864,2,0.0640,2.7539,0.5262,1.5116,40343,true,1,ready
mb_train_0343_s40344,1301,0.7206,2239,938,2,0.4250,4.4437,0.8661,3.4517,40344,true,1,ready
mb_train_0344_s40345,1278,0.7413,2225,947,2,0.3839,3.5285,1.8890,1.4423,40345,true,1,ready
mb_train_0345_s40346,1503,0.7854,2683,1180,2,0.4069,4.4368,0.3812,2.8730,40346,true,1,ready
mb_train_0346_s40347,1321,0.3238,1749,428,2,0.3403,3.1333,1.8096,2.9780,40347,true,1,ready
mb_train_0347_s40348,1429,0.4578,2083,654,2,0.0599,4.3731,1.4953,1.5358,40348,true,1,ready
mb_train_0348_s40349,1610,0.8777,3023,1413,2,0.0364,3.0526,1.1261,1.1603,40349,true,1,ready
mb_train_0349_s40350,1252,0.8678,2338,1086,2,0.0523,3.7133,0.5212,2.8600,40350,true,1,ready
mb_train_0349_s93492,1252,0.8678,2338,1086,2,0.0523,3.7133,0.5212,2.8600,93492,true,1,ready
mb_train_0349_s93493,1252,0.8678,2338,1086,2,0.0523,3.7133,0.5212,2.8600,93493,true,1,ready
mb_train_0349_s93494,1252,0.8678,2338,1086,2,0.0523,3.7133,0.5212,2.8600,93494,true,1,ready
mb_train_0349_s93495,1252,0.8678,2338,1086,2,0.0523,3.7133,0.5212,2.8600,93495,true,1,ready
